 r_peak180.000000 r_peak_value0.826769 rr_pre_interval180.000000 rr_post_interval410.000000 p_onset332.000000 p_onset_val-0.023497 p_peak355.000000 p_peak_val0.127083 p_end366.000000 p_end_val-0.020658 qrs_onset373.000000 qrs_onset_val-0.136646 qrs_end15.000000 qrs_end_val-0.453027 t_peak105.000000 t_peak_val0.615882 t_end137.000000 t_end_val-0.019009
 r_peak11749.000000 r_peak_value0.662131 rr_pre_interval410.000000 rr_post_interval422.000000 p_onset341.000000 p_onset_val-0.036990 p_peak370.000000 p_peak_val0.083904 p_end391.000000 p_end_val-0.129999 qrs_onset407.000000 qrs_onset_val-0.137600 qrs_end16.000000 qrs_end_val-0.430156 t_peak115.000000 t_peak_val0.624480 t_end191.000000 t_end_val-0.075336
 r_peak12171.000000 r_peak_value0.745847 rr_pre_interval422.000000 rr_post_interval443.000000 p_onset350.000000 p_onset_val-0.038745 p_peak393.000000 p_peak_val0.116617 p_end413.000000 p_end_val-0.125107 qrs_onset428.000000 qrs_onset_val-0.108040 qrs_end16.000000 qrs_end_val-0.296163 t_peak106.000000 t_peak_val0.631159 t_end152.000000 t_end_val-0.065723
 r_peak12614.000000 r_peak_value0.701694 rr_pre_interval443.000000 rr_post_interval441.000000 p_onset352.000000 p_onset_val-0.074924 p_peak384.000000 p_peak_val0.075799 p_end386.000000 p_end_val0.061599 qrs_onset422.000000 qrs_onset_val-0.142302 qrs_end14.000000 qrs_end_val-0.352491 t_peak106.000000 t_peak_val0.628665 t_end167.000000 t_end_val-0.026241
 r_peak13055.000000 r_peak_value0.690879 rr_pre_interval441.000000 rr_post_interval438.000000 p_onset348.000000 p_onset_val-0.023728 p_peak384.000000 p_peak_val0.127305 p_end410.000000 p_end_val-0.106393 qrs_onset421.000000 qrs_onset_val-0.141504 qrs_end16.000000 qrs_end_val-0.339654 t_peak109.000000 t_peak_val0.585737 t_end164.000000 t_end_val-0.048046
 r_peak13493.000000 r_peak_value0.675549 rr_pre_interval438.000000 rr_post_interval451.000000 p_onset363.000000 p_onset_val-0.037570 p_peak394.000000 p_peak_val0.120769 p_end413.000000 p_end_val-0.108354 qrs_onset433.000000 qrs_onset_val-0.159482 qrs_end14.000000 qrs_end_val-0.425828 t_peak114.000000 t_peak_val0.560938 t_end164.000000 t_end_val-0.042825
 r_peak13944.000000 r_peak_value0.626081 rr_pre_interval451.000000 rr_post_interval436.000000 p_onset352.000000 p_onset_val0.002664 p_peak378.000000 p_peak_val0.088839 p_end404.000000 p_end_val-0.134388 qrs_onset422.000000 qrs_onset_val-0.111613 qrs_end14.000000 qrs_end_val-0.557177 t_peak111.000000 t_peak_val0.624387 t_end164.000000 t_end_val-0.053689
 r_peak14380.000000 r_peak_value0.735222 rr_pre_interval436.000000 rr_post_interval453.000000 p_onset361.000000 p_onset_val-0.020140 p_peak395.000000 p_peak_val0.134908 p_end413.000000 p_end_val-0.111080 qrs_onset435.000000 qrs_onset_val-0.153854 qrs_end13.000000 qrs_end_val-0.532740 t_peak107.000000 t_peak_val0.615280 t_end148.000000 t_end_val-0.087607
 r_peak14833.000000 r_peak_value0.710533 rr_pre_interval453.000000 rr_post_interval434.000000 p_onset320.000000 p_onset_val-0.056553 p_peak376.000000 p_peak_val0.108320 p_end397.000000 p_end_val-0.073984 qrs_onset414.000000 qrs_onset_val-0.162448 qrs_end14.000000 qrs_end_val-0.507946 t_peak109.000000 t_peak_val0.613320 t_end152.000000 t_end_val-0.077027
 r_peak15267.000000 r_peak_value0.743414 rr_pre_interval434.000000 rr_post_interval439.000000 p_onset352.000000 p_onset_val-0.040863 p_peak381.000000 p_peak_val0.126334 p_end403.000000 p_end_val-0.105313 qrs_onset420.000000 qrs_onset_val-0.142961 qrs_end16.000000 qrs_end_val-0.477149 t_peak112.000000 t_peak_val0.597148 t_end162.000000 t_end_val-0.053608
 r_peak15706.000000 r_peak_value0.728936 rr_pre_interval439.000000 rr_post_interval436.000000 p_onset348.000000 p_onset_val-0.016444 p_peak379.000000 p_peak_val0.121630 p_end404.000000 p_end_val-0.134703 qrs_onset418.000000 qrs_onset_val-0.144969 qrs_end15.000000 qrs_end_val-0.443117 t_peak114.000000 t_peak_val0.629874 t_end164.000000 t_end_val-0.050564
 r_peak16142.000000 r_peak_value0.698920 rr_pre_interval436.000000 rr_post_interval430.000000 p_onset345.000000 p_onset_val-0.026144 p_peak374.000000 p_peak_val0.128057 p_end381.000000 p_end_val0.032649 qrs_onset408.000000 qrs_onset_val-0.133776 qrs_end14.000000 qrs_end_val-0.509575 t_peak108.000000 t_peak_val0.626845 t_end149.000000 t_end_val-0.048799
 r_peak16572.000000 r_peak_value0.743230 rr_pre_interval430.000000 rr_post_interval442.000000 p_onset357.000000 p_onset_val-0.029846 p_peak388.000000 p_peak_val0.133760 p_end421.000000 p_end_val-0.123212 qrs_onset427.000000 qrs_onset_val-0.159623 qrs_end16.000000 qrs_end_val-0.351395 t_peak112.000000 t_peak_val0.611189 t_end178.000000 t_end_val-0.075963
 r_peak17014.000000 r_peak_value0.652181 rr_pre_interval442.000000 rr_post_interval428.000000 p_onset337.000000 p_onset_val-0.008824 p_peak376.000000 p_peak_val0.096285 p_end404.000000 p_end_val-0.162259 qrs_onset415.000000 qrs_onset_val-0.134075 qrs_end16.000000 qrs_end_val-0.265953 t_peak112.000000 t_peak_val0.587191 t_end165.000000 t_end_val-0.069316
 r_peak17442.000000 r_peak_value0.674264 rr_pre_interval428.000000 rr_post_interval441.000000 p_onset356.000000 p_onset_val-0.010314 p_peak382.000000 p_peak_val0.101004 p_end401.000000 p_end_val-0.118573 qrs_onset425.000000 qrs_onset_val-0.149811 qrs_end14.000000 qrs_end_val-0.507555 t_peak115.000000 t_peak_val0.553588 t_end165.000000 t_end_val-0.015359
 r_peak17883.000000 r_peak_value0.706177 rr_pre_interval441.000000 rr_post_interval454.000000 p_onset358.000000 p_onset_val0.001068 p_peak397.000000 p_peak_val0.126803 p_end421.000000 p_end_val-0.115015 qrs_onset435.000000 qrs_onset_val-0.165423 qrs_end15.000000 qrs_end_val-0.331975 t_peak107.000000 t_peak_val0.593557 t_end163.000000 t_end_val-0.065138
 r_peak18337.000000 r_peak_value0.677554 rr_pre_interval454.000000 rr_post_interval429.000000 p_onset345.000000 p_onset_val-0.034813 p_peak373.000000 p_peak_val0.116817 p_end396.000000 p_end_val-0.109563 qrs_onset411.000000 qrs_onset_val-0.138386 qrs_end15.000000 qrs_end_val-0.419595 t_peak109.000000 t_peak_val0.636455 t_end167.000000 t_end_val-0.032279
 r_peak18766.000000 r_peak_value0.788558 rr_pre_interval429.000000 rr_post_interval451.000000 p_onset360.000000 p_onset_val-0.029575 p_peak392.000000 p_peak_val0.123778 p_end420.000000 p_end_val-0.172256 qrs_onset430.000000 qrs_onset_val-0.157241 qrs_end15.000000 qrs_end_val-0.428542 t_peak112.000000 t_peak_val0.624314 t_end167.000000 t_end_val-0.058067
 r_peak19217.000000 r_peak_value0.716269 rr_pre_interval451.000000 rr_post_interval441.000000 p_onset344.000000 p_onset_val-0.040922 p_peak384.000000 p_peak_val0.115000 p_end408.000000 p_end_val-0.104689 qrs_onset422.000000 qrs_onset_val-0.141506 qrs_end17.000000 qrs_end_val-0.249435 t_peak108.000000 t_peak_val0.627300 t_end175.000000 t_end_val-0.058378
 r_peak19658.000000 r_peak_value0.732743 rr_pre_interval441.000000 rr_post_interval441.000000 p_onset351.000000 p_onset_val-0.015046 p_peak385.000000 p_peak_val0.140423 p_end408.000000 p_end_val-0.101317 qrs_onset424.000000 qrs_onset_val-0.144186 qrs_end14.000000 qrs_end_val-0.529324 t_peak111.000000 t_peak_val0.594138 t_end157.000000 t_end_val-0.032915
 r_peak20099.000000 r_peak_value0.673478 rr_pre_interval441.000000 rr_post_interval434.000000 p_onset341.000000 p_onset_val-0.003464 p_peak376.000000 p_peak_val0.140502 p_end398.000000 p_end_val-0.088131 qrs_onset410.000000 qrs_onset_val-0.144653 qrs_end14.000000 qrs_end_val-0.428264 t_peak112.000000 t_peak_val0.591739 t_end167.000000 t_end_val-0.064756
 r_peak20533.000000 r_peak_value0.647744 rr_pre_interval434.000000 rr_post_interval441.000000 p_onset349.000000 p_onset_val-0.018149 p_peak386.000000 p_peak_val0.117788 p_end412.000000 p_end_val-0.131601 qrs_onset423.000000 qrs_onset_val-0.124470 qrs_end14.000000 qrs_end_val-0.532648 t_peak111.000000 t_peak_val0.544390 t_end154.000000 t_end_val-0.059069
 r_peak20974.000000 r_peak_value0.646316 rr_pre_interval441.000000 rr_post_interval436.000000 p_onset345.000000 p_onset_val-0.014137 p_peak379.000000 p_peak_val0.128150 p_end401.000000 p_end_val-0.089561 qrs_onset416.000000 qrs_onset_val-0.123181 qrs_end15.000000 qrs_end_val-0.461631 t_peak115.000000 t_peak_val0.574253 t_end163.000000 t_end_val-0.034160
 r_peak21410.000000 r_peak_value0.656786 rr_pre_interval436.000000 rr_post_interval438.000000 p_onset338.000000 p_onset_val0.002836 p_peak378.000000 p_peak_val0.106472 p_end407.000000 p_end_val-0.123262 qrs_onset418.000000 qrs_onset_val-0.136271 qrs_end15.000000 qrs_end_val-0.445769 t_peak113.000000 t_peak_val0.575662 t_end169.000000 t_end_val-0.070389
 r_peak21848.000000 r_peak_value0.711693 rr_pre_interval438.000000 rr_post_interval440.000000 p_onset352.000000 p_onset_val-0.040689 p_peak383.000000 p_peak_val0.123435 p_end401.000000 p_end_val-0.106643 qrs_onset415.000000 qrs_onset_val-0.120641 qrs_end18.000000 qrs_end_val-0.153401 t_peak107.000000 t_peak_val0.533106 t_end148.000000 t_end_val-0.073255
 r_peak22288.000000 r_peak_value0.615989 rr_pre_interval440.000000 rr_post_interval438.000000 p_onset343.000000 p_onset_val-0.053622 p_peak384.000000 p_peak_val0.086553 p_end402.000000 p_end_val-0.129827 qrs_onset417.000000 qrs_onset_val-0.144733 qrs_end16.000000 qrs_end_val-0.446286 t_peak111.000000 t_peak_val0.562903 t_end152.000000 t_end_val-0.079663
 r_peak22726.000000 r_peak_value0.670269 rr_pre_interval438.000000 rr_post_interval436.000000 p_onset345.000000 p_onset_val-0.002021 p_peak380.000000 p_peak_val0.129486 p_end402.000000 p_end_val-0.095908 qrs_onset416.000000 qrs_onset_val-0.131409 qrs_end16.000000 qrs_end_val-0.322254 t_peak104.000000 t_peak_val0.545704 t_end147.000000 t_end_val-0.047578
 r_peak23162.000000 r_peak_value0.655629 rr_pre_interval436.000000 rr_post_interval445.000000 p_onset338.000000 p_onset_val-0.000155 p_peak386.000000 p_peak_val0.107100 p_end408.000000 p_end_val-0.106758 qrs_onset425.000000 qrs_onset_val-0.133889 qrs_end19.000000 qrs_end_val-0.146159 t_peak113.000000 t_peak_val0.574453 t_end173.000000 t_end_val-0.027240
 r_peak23607.000000 r_peak_value0.653196 rr_pre_interval445.000000 rr_post_interval432.000000 p_onset334.000000 p_onset_val-0.048354 p_peak374.000000 p_peak_val0.115172 p_end378.000000 p_end_val0.092241 qrs_onset409.000000 qrs_onset_val-0.133168 qrs_end16.000000 qrs_end_val-0.458966 t_peak110.000000 t_peak_val0.576540 t_end175.000000 t_end_val-0.045813
 r_peak24039.000000 r_peak_value0.733822 rr_pre_interval432.000000 rr_post_interval439.000000 p_onset356.000000 p_onset_val-0.047585 p_peak385.000000 p_peak_val0.102274 p_end406.000000 p_end_val-0.151206 qrs_onset420.000000 qrs_onset_val-0.147257 qrs_end15.000000 qrs_end_val-0.360739 t_peak110.000000 t_peak_val0.578765 t_end154.000000 t_end_val-0.063024
 r_peak24478.000000 r_peak_value0.612836 rr_pre_interval439.000000 rr_post_interval416.000000 p_onset312.000000 p_onset_val-0.044641 p_peak356.000000 p_peak_val0.121504 p_end387.000000 p_end_val-0.159687 qrs_onset403.000000 qrs_onset_val-0.106820 qrs_end15.000000 qrs_end_val-0.426569 t_peak116.000000 t_peak_val0.582982 t_end162.000000 t_end_val-0.025624
 r_peak24894.000000 r_peak_value0.757492 rr_pre_interval416.000000 rr_post_interval432.000000 p_onset331.000000 p_onset_val-0.024578 p_peak374.000000 p_peak_val0.150077 p_end397.000000 p_end_val-0.093575 qrs_onset412.000000 qrs_onset_val-0.160769 qrs_end14.000000 qrs_end_val-0.473135 t_peak109.000000 t_peak_val0.580327 t_end153.000000 t_end_val-0.066935
 r_peak25326.000000 r_peak_value0.666317 rr_pre_interval432.000000 rr_post_interval420.000000 p_onset332.000000 p_onset_val-0.019292 p_peak362.000000 p_peak_val0.104939 p_end382.000000 p_end_val-0.107131 qrs_onset396.000000 qrs_onset_val-0.135845 qrs_end15.000000 qrs_end_val-0.404280 t_peak109.000000 t_peak_val0.596179 t_end141.000000 t_end_val0.009674
 r_peak25746.000000 r_peak_value0.709718 rr_pre_interval420.000000 rr_post_interval419.000000 p_onset317.000000 p_onset_val-0.053857 p_peak361.000000 p_peak_val0.122711 p_end383.000000 p_end_val-0.124292 qrs_onset399.000000 qrs_onset_val-0.149529 qrs_end16.000000 qrs_end_val-0.448385 t_peak107.000000 t_peak_val0.566784 t_end153.000000 t_end_val-0.032999
 r_peak26165.000000 r_peak_value0.708431 rr_pre_interval419.000000 rr_post_interval438.000000 p_onset350.000000 p_onset_val-0.028135 p_peak385.000000 p_peak_val0.106081 p_end406.000000 p_end_val-0.134858 qrs_onset417.000000 qrs_onset_val-0.164169 qrs_end14.000000 qrs_end_val-0.400707 t_peak112.000000 t_peak_val0.609922 t_end174.000000 t_end_val-0.077214
 r_peak26603.000000 r_peak_value0.654169 rr_pre_interval438.000000 rr_post_interval425.000000 p_onset336.000000 p_onset_val-0.024952 p_peak370.000000 p_peak_val0.129592 p_end404.000000 p_end_val-0.114499 qrs_onset412.000000 qrs_onset_val-0.147070 qrs_end15.000000 qrs_end_val-0.519531 t_peak110.000000 t_peak_val0.592257 t_end166.000000 t_end_val-0.024778
 r_peak27028.000000 r_peak_value0.738523 rr_pre_interval425.000000 rr_post_interval433.000000 p_onset352.000000 p_onset_val0.007742 p_peak374.000000 p_peak_val0.128356 p_end394.000000 p_end_val-0.132177 qrs_onset412.000000 qrs_onset_val-0.133919 qrs_end13.000000 qrs_end_val-0.475977 t_peak109.000000 t_peak_val0.580491 t_end164.000000 t_end_val-0.035165
 r_peak27461.000000 r_peak_value0.633118 rr_pre_interval433.000000 rr_post_interval426.000000 p_onset338.000000 p_onset_val-0.008339 p_peak368.000000 p_peak_val0.097430 p_end385.000000 p_end_val-0.108605 qrs_onset405.000000 qrs_onset_val-0.168777 qrs_end14.000000 qrs_end_val-0.408041 t_peak110.000000 t_peak_val0.609243 t_end169.000000 t_end_val-0.051449
 r_peak27887.000000 r_peak_value0.668087 rr_pre_interval426.000000 rr_post_interval442.000000 p_onset351.000000 p_onset_val-0.031833 p_peak382.000000 p_peak_val0.126162 p_end401.000000 p_end_val-0.089136 qrs_onset423.000000 qrs_onset_val-0.161473 qrs_end14.000000 qrs_end_val-0.386805 t_peak106.000000 t_peak_val0.596865 t_end170.000000 t_end_val-0.060519
 r_peak28329.000000 r_peak_value0.702523 rr_pre_interval442.000000 rr_post_interval866.000000 p_onset491.000000 p_onset_val0.002244 p_peak550.000000 p_peak_val0.593526 p_end605.000000 p_end_val-0.064188 qrs_onset848.000000 qrs_onset_val-0.167085 qrs_end16.000000 qrs_end_val-0.295425 t_peak439.000000 t_peak_val0.606570 t_end474.000000 t_end_val-0.081112
 r_peak29195.000000 r_peak_value0.720971 rr_pre_interval866.000000 rr_post_interval847.000000 p_onset490.000000 p_onset_val0.008382 p_peak551.000000 p_peak_val0.580879 p_end582.000000 p_end_val0.034520 qrs_onset830.000000 qrs_onset_val-0.159076 qrs_end14.000000 qrs_end_val-0.438104 t_peak442.000000 t_peak_val0.605894 t_end474.000000 t_end_val-0.043310
 r_peak30042.000000 r_peak_value0.719703 rr_pre_interval847.000000 rr_post_interval436.000000 p_onset345.000000 p_onset_val-0.042210 p_peak378.000000 p_peak_val0.116836 p_end398.000000 p_end_val-0.075424 qrs_onset418.000000 qrs_onset_val-0.137964 qrs_end15.000000 qrs_end_val-0.379967 t_peak112.000000 t_peak_val0.569493 t_end163.000000 t_end_val-0.063169
 r_peak30478.000000 r_peak_value0.696894 rr_pre_interval436.000000 rr_post_interval422.000000 p_onset336.000000 p_onset_val0.003007 p_peak368.000000 p_peak_val0.127210 p_end391.000000 p_end_val-0.108823 qrs_onset402.000000 qrs_onset_val-0.152507 qrs_end15.000000 qrs_end_val-0.332824 t_peak110.000000 t_peak_val0.575105 t_end154.000000 t_end_val-0.055477
 r_peak30900.000000 r_peak_value0.651978 rr_pre_interval422.000000 rr_post_interval438.000000 p_onset349.000000 p_onset_val-0.015705 p_peak382.000000 p_peak_val0.107571 p_end401.000000 p_end_val-0.137399 qrs_onset418.000000 qrs_onset_val-0.146897 qrs_end15.000000 qrs_end_val-0.435827 t_peak105.000000 t_peak_val0.546472 t_end149.000000 t_end_val-0.045990
 r_peak31338.000000 r_peak_value0.731220 rr_pre_interval438.000000 rr_post_interval438.000000 p_onset349.000000 p_onset_val-0.010423 p_peak384.000000 p_peak_val0.118494 p_end406.000000 p_end_val-0.144200 qrs_onset415.000000 qrs_onset_val-0.155032 qrs_end15.000000 qrs_end_val-0.238718 t_peak109.000000 t_peak_val0.607574 t_end161.000000 t_end_val-0.026713
