 r_peak159.000000 r_peak_value0.813873 rr_pre_interval159.000000 rr_post_interval273.000000 p_onset77.000000 p_onset_val0.277527 p_peak175.000000 p_peak_val0.011584 p_end237.000000 p_end_val-0.187803 qrs_onset253.000000 qrs_onset_val-0.160626 qrs_end14.000000 qrs_end_val0.022196 t_peak85.000000 t_peak_val0.303295 t_end174.000000 t_end_val-0.023087
 r_peak3402.000000 r_peak_value0.814151 rr_pre_interval308.000000 rr_post_interval292.000000 p_onset94.000000 p_onset_val0.326914 p_peak202.000000 p_peak_val0.007490 p_end259.000000 p_end_val-0.131212 qrs_onset278.000000 qrs_onset_val-0.249062 qrs_end19.000000 qrs_end_val0.002977 t_peak84.000000 t_peak_val0.327932 t_end94.000000 t_end_val0.326914
 r_peak3694.000000 r_peak_value0.666220 rr_pre_interval292.000000 rr_post_interval292.000000 p_onset173.000000 p_onset_val-0.103040 p_peak198.000000 p_peak_val-0.008335 p_end202.000000 p_end_val-0.015279 qrs_onset280.000000 qrs_onset_val-0.156016 qrs_end15.000000 qrs_end_val-0.034831 t_peak77.000000 t_peak_val0.331553 t_end84.000000 t_end_val0.308543
 r_peak3986.000000 r_peak_value0.683762 rr_pre_interval292.000000 rr_post_interval289.000000 p_onset164.000000 p_onset_val-0.148779 p_peak199.000000 p_peak_val0.030892 p_end252.000000 p_end_val-0.164173 qrs_onset278.000000 qrs_onset_val-0.085613 qrs_end9.000000 qrs_end_val-0.012617 t_peak79.000000 t_peak_val0.323416 t_end84.000000 t_end_val0.289420
 r_peak4275.000000 r_peak_value0.782881 rr_pre_interval289.000000 rr_post_interval267.000000 p_onset82.000000 p_onset_val0.313337 p_peak180.000000 p_peak_val0.018306 p_end243.000000 p_end_val-0.107352 qrs_onset252.000000 qrs_onset_val-0.283762 qrs_end13.000000 qrs_end_val0.000751 t_peak81.000000 t_peak_val0.323760 t_end84.000000 t_end_val0.287475
 r_peak4542.000000 r_peak_value0.731095 rr_pre_interval267.000000 rr_post_interval278.000000 p_onset161.000000 p_onset_val-0.124767 p_peak183.000000 p_peak_val0.004402 p_end186.000000 p_end_val-0.037118 qrs_onset258.000000 qrs_onset_val-0.139403 qrs_end14.000000 qrs_end_val0.039967 t_peak80.000000 t_peak_val0.364559 t_end84.000000 t_end_val0.295421
 r_peak4820.000000 r_peak_value0.715411 rr_pre_interval278.000000 rr_post_interval283.000000 p_onset162.000000 p_onset_val-0.001460 p_peak188.000000 p_peak_val0.137680 p_end191.000000 p_end_val0.090893 qrs_onset272.000000 qrs_onset_val-0.233746 qrs_end17.000000 qrs_end_val-0.023993 t_peak85.000000 t_peak_val0.308388 t_end141.000000 t_end_val-0.061898
 r_peak5103.000000 r_peak_value0.586756 rr_pre_interval283.000000 rr_post_interval338.000000 p_onset198.000000 p_onset_val-0.039939 p_peak229.000000 p_peak_val0.075451 p_end299.000000 p_end_val-0.007509 qrs_onset325.000000 qrs_onset_val-0.023135 qrs_end13.000000 qrs_end_val0.105329 t_peak92.000000 t_peak_val0.258859 t_end105.000000 t_end_val0.235128
 r_peak5441.000000 r_peak_value0.714437 rr_pre_interval338.000000 rr_post_interval165.000000 p_onset59.000000 p_onset_val0.039701 p_peak106.000000 p_peak_val0.238196 p_end110.000000 p_end_val0.206237 qrs_onset154.000000 qrs_onset_val0.052116 qrs_end16.000000 qrs_end_val-0.020783 t_peak96.000000 t_peak_val0.223305 t_end110.000000 t_end_val0.206237
 r_peak5606.000000 r_peak_value0.584248 rr_pre_interval165.000000 rr_post_interval175.000000 p_onset106.000000 p_onset_val-0.254502 p_peak140.000000 p_peak_val-0.097571 p_end145.000000 p_end_val-0.109201 qrs_onset159.000000 qrs_onset_val-0.275533 qrs_end9.000000 qrs_end_val-0.106646 t_peak72.000000 t_peak_val-0.003920 t_end111.000000 t_end_val-0.226084
 r_peak5781.000000 r_peak_value0.642193 rr_pre_interval175.000000 rr_post_interval306.000000 p_onset228.000000 p_onset_val-0.157947 p_peak270.000000 p_peak_val0.250973 p_end289.000000 p_end_val-0.338338 qrs_onset296.000000 qrs_onset_val0.102210 qrs_end19.000000 qrs_end_val0.018588 t_peak86.000000 t_peak_val0.322317 t_end91.000000 t_end_val0.320499
 r_peak6087.000000 r_peak_value0.597787 rr_pre_interval306.000000 rr_post_interval212.000000 p_onset162.000000 p_onset_val-0.090892 p_peak191.000000 p_peak_val0.104219 p_end177.000000 p_end_val-0.024026 qrs_onset184.000000 qrs_onset_val-0.022349 qrs_end14.000000 qrs_end_val-0.098576 t_peak79.000000 t_peak_val0.181941 t_end92.000000 t_end_val0.167615
 r_peak6299.000000 r_peak_value2.439299 rr_pre_interval212.000000 rr_post_interval336.000000 p_onset199.000000 p_onset_val0.077067 p_peak248.000000 p_peak_val0.147993 p_end288.000000 p_end_val-0.174280 qrs_onset325.000000 qrs_onset_val-0.223242 qrs_end19.000000 qrs_end_val-0.475952 t_peak168.000000 t_peak_val0.153794 t_end171.000000 t_end_val0.117446
 r_peak6635.000000 r_peak_value0.683076 rr_pre_interval336.000000 rr_post_interval188.000000 p_onset143.000000 p_onset_val-0.041586 p_peak167.000000 p_peak_val0.083101 p_end168.000000 p_end_val0.193948 qrs_onset175.000000 qrs_onset_val1.144921 qrs_end14.000000 qrs_end_val-0.027240 t_peak88.000000 t_peak_val0.279829 t_end123.000000 t_end_val0.012725
 r_peak6823.000000 r_peak_value2.482131 rr_pre_interval188.000000 rr_post_interval373.000000 p_onset254.000000 p_onset_val0.025280 p_peak273.000000 p_peak_val0.132977 p_end276.000000 p_end_val0.092052 qrs_onset362.000000 qrs_onset_val-0.088181 qrs_end11.000000 qrs_end_val0.173274 t_peak177.000000 t_peak_val0.206992 t_end186.000000 t_end_val0.137790
 r_peak7196.000000 r_peak_value0.665847 rr_pre_interval373.000000 rr_post_interval219.000000 p_onset172.000000 p_onset_val-0.112807 p_peak198.000000 p_peak_val0.288446 p_end195.000000 p_end_val0.030563 qrs_onset202.000000 qrs_onset_val0.718102 qrs_end12.000000 qrs_end_val-0.042603 t_peak104.000000 t_peak_val0.192615 t_end135.000000 t_end_val-0.026944
 r_peak7415.000000 r_peak_value2.471881 rr_pre_interval219.000000 rr_post_interval410.000000 p_onset279.000000 p_onset_val0.055028 p_peak311.000000 p_peak_val0.155654 p_end373.000000 p_end_val-0.103272 qrs_onset395.000000 qrs_onset_val-0.157943 qrs_end12.000000 qrs_end_val0.131301 t_peak197.000000 t_peak_val0.190799 t_end214.000000 t_end_val0.162758
 r_peak7825.000000 r_peak_value0.588138 rr_pre_interval410.000000 rr_post_interval202.000000 p_onset163.000000 p_onset_val-0.096837 p_peak181.000000 p_peak_val0.158338 p_end177.000000 p_end_val-0.178198 qrs_onset184.000000 qrs_onset_val0.499419 qrs_end10.000000 qrs_end_val-0.027175 t_peak99.000000 t_peak_val0.140642 t_end146.000000 t_end_val-0.091038
 r_peak8027.000000 r_peak_value2.511832 rr_pre_interval202.000000 rr_post_interval367.000000 p_onset190.000000 p_onset_val0.139640 p_peak228.000000 p_peak_val0.086490 p_end278.000000 p_end_val0.055142 qrs_onset356.000000 qrs_onset_val-0.181238 qrs_end22.000000 qrs_end_val-0.510612 t_peak178.000000 t_peak_val0.209151 t_end198.000000 t_end_val0.132118
 r_peak8394.000000 r_peak_value0.675503 rr_pre_interval367.000000 rr_post_interval537.000000 p_onset229.000000 p_onset_val-0.524437 p_peak354.000000 p_peak_val0.146850 p_end363.000000 p_end_val0.106928 qrs_onset518.000000 qrs_onset_val-0.176285 qrs_end16.000000 qrs_end_val-0.011220 t_peak189.000000 t_peak_val2.683104 t_end218.000000 t_end_val-0.546459
 r_peak8931.000000 r_peak_value0.619548 rr_pre_interval537.000000 rr_post_interval572.000000 p_onset273.000000 p_onset_val-0.591303 p_peak379.000000 p_peak_val0.181788 p_end392.000000 p_end_val0.164999 qrs_onset560.000000 qrs_onset_val-0.064371 qrs_end15.000000 qrs_end_val-0.048212 t_peak199.000000 t_peak_val2.630249 t_end235.000000 t_end_val-0.601099
 r_peak9503.000000 r_peak_value0.735705 rr_pre_interval572.000000 rr_post_interval594.000000 p_onset470.000000 p_onset_val0.024862 p_peak505.000000 p_peak_val0.145910 p_end567.000000 p_end_val-0.056439 qrs_onset582.000000 qrs_onset_val-0.070827 qrs_end13.000000 qrs_end_val0.058966 t_peak207.000000 t_peak_val2.625223 t_end257.000000 t_end_val-0.536236
 r_peak10097.000000 r_peak_value0.809204 rr_pre_interval594.000000 rr_post_interval210.000000 p_onset150.000000 p_onset_val-0.072477 p_peak189.000000 p_peak_val0.165064 p_end168.000000 p_end_val-0.084545 qrs_onset175.000000 qrs_onset_val-0.070766 qrs_end13.000000 qrs_end_val0.093262 t_peak90.000000 t_peak_val0.217599 t_end136.000000 t_end_val-0.061788
 r_peak10307.000000 r_peak_value2.537324 rr_pre_interval210.000000 rr_post_interval348.000000 p_onset168.000000 p_onset_val0.171412 p_peak216.000000 p_peak_val0.075282 p_end237.000000 p_end_val-0.041945 qrs_onset339.000000 qrs_onset_val-0.142254 qrs_end23.000000 qrs_end_val-0.587158 t_peak175.000000 t_peak_val0.185864 t_end237.000000 t_end_val-0.041945
 r_peak10655.000000 r_peak_value0.694579 rr_pre_interval348.000000 rr_post_interval189.000000 p_onset141.000000 p_onset_val0.042682 p_peak168.000000 p_peak_val0.229061 p_end150.000000 p_end_val0.046617 qrs_onset157.000000 qrs_onset_val-0.004872 qrs_end16.000000 qrs_end_val-0.075438 t_peak90.000000 t_peak_val0.222271 t_end93.000000 t_end_val0.150045
 r_peak10844.000000 r_peak_value2.648998 rr_pre_interval189.000000 rr_post_interval355.000000 p_onset218.000000 p_onset_val0.034389 p_peak269.000000 p_peak_val0.068713 p_end319.000000 p_end_val-0.162493 qrs_onset346.000000 qrs_onset_val-0.055911 qrs_end20.000000 qrs_end_val-0.443338 t_peak178.000000 t_peak_val0.126660 t_end198.000000 t_end_val0.116505
 r_peak11199.000000 r_peak_value0.687507 rr_pre_interval355.000000 rr_post_interval194.000000 p_onset148.000000 p_onset_val0.035390 p_peak173.000000 p_peak_val0.168995 p_end165.000000 p_end_val-0.163669 qrs_onset172.000000 qrs_onset_val0.068901 qrs_end15.000000 qrs_end_val-0.014060 t_peak80.000000 t_peak_val0.219575 t_end91.000000 t_end_val0.153918
 r_peak11393.000000 r_peak_value2.554591 rr_pre_interval194.000000 rr_post_interval599.000000 p_onset355.000000 p_onset_val-0.082080 p_peak383.000000 p_peak_val0.624738 p_end384.000000 p_end_val0.590130 qrs_onset586.000000 qrs_onset_val1.540284 qrs_end20.000000 qrs_end_val-0.456148 t_peak180.000000 t_peak_val0.206601 t_end205.000000 t_end_val0.177741
 r_peak11992.000000 r_peak_value2.599439 rr_pre_interval599.000000 rr_post_interval3764.000000 p_onset3161.000000 p_onset_val-0.133087 p_peak3198.000000 p_peak_val0.799906 p_end3224.000000 p_end_val0.054451 qrs_onset3752.000000 qrs_onset_val0.126394 qrs_end11.000000 qrs_end_val0.448546 t_peak1581.000000 t_peak_val0.792476 t_end1582.000000 t_end_val0.757288
 r_peak15756.000000 r_peak_value0.789091 rr_pre_interval3764.000000 rr_post_interval349.000000 p_onset190.000000 p_onset_val-0.140865 p_peak229.000000 p_peak_val0.034967 p_end256.000000 p_end_val-0.138998 qrs_onset335.000000 qrs_onset_val0.055768 qrs_end16.000000 qrs_end_val-0.097023 t_peak89.000000 t_peak_val0.468508 t_end158.000000 t_end_val-0.027432
 r_peak16105.000000 r_peak_value0.802273 rr_pre_interval349.000000 rr_post_interval718.000000 p_onset373.000000 p_onset_val0.600441 p_peak465.000000 p_peak_val0.300375 p_end488.000000 p_end_val0.286676 qrs_onset700.000000 qrs_onset_val-0.159485 qrs_end17.000000 qrs_end_val-0.007569 t_peak372.000000 t_peak_val0.646005 t_end373.000000 t_end_val0.600441
 r_peak16823.000000 r_peak_value0.818321 rr_pre_interval718.000000 rr_post_interval173.000000 p_onset36.000000 p_onset_val0.069872 p_peak104.000000 p_peak_val0.224029 p_end141.000000 p_end_val-0.009091 qrs_onset166.000000 qrs_onset_val0.218056 qrs_end18.000000 qrs_end_val0.025406 t_peak86.000000 t_peak_val0.318058 t_end90.000000 t_end_val0.301303
 r_peak16996.000000 r_peak_value0.698793 rr_pre_interval173.000000 rr_post_interval683.000000 p_onset429.000000 p_onset_val0.097365 p_peak479.000000 p_peak_val0.285420 p_end562.000000 p_end_val-0.165347 qrs_onset671.000000 qrs_onset_val-0.207241 qrs_end8.000000 qrs_end_val0.203447 t_peak397.000000 t_peak_val0.753213 t_end399.000000 t_end_val0.649765
 r_peak17679.000000 r_peak_value0.725894 rr_pre_interval683.000000 rr_post_interval1445.000000 p_onset984.000000 p_onset_val0.245487 p_peak1132.000000 p_peak_val0.569046 p_end1235.000000 p_end_val-0.156878 qrs_onset1425.000000 qrs_onset_val-0.131360 qrs_end16.000000 qrs_end_val0.004435 t_peak316.000000 t_peak_val0.740176 t_end317.000000 t_end_val0.734941
 r_peak19124.000000 r_peak_value0.710757 rr_pre_interval1445.000000 rr_post_interval284.000000 p_onset141.000000 p_onset_val-0.055186 p_peak193.000000 p_peak_val-0.035939 p_end255.000000 p_end_val-0.065642 qrs_onset273.000000 qrs_onset_val-0.149999 qrs_end20.000000 qrs_end_val0.028687 t_peak95.000000 t_peak_val0.251366 t_end141.000000 t_end_val-0.055186
 r_peak19408.000000 r_peak_value0.766098 rr_pre_interval284.000000 rr_post_interval286.000000 p_onset163.000000 p_onset_val-0.125141 p_peak191.000000 p_peak_val0.040566 p_end251.000000 p_end_val-0.136455 qrs_onset274.000000 qrs_onset_val-0.130828 qrs_end21.000000 qrs_end_val-0.025235 t_peak81.000000 t_peak_val0.331065 t_end82.000000 t_end_val0.330925
 r_peak19694.000000 r_peak_value0.659297 rr_pre_interval286.000000 rr_post_interval463.000000 p_onset414.000000 p_onset_val-0.171285 p_peak442.000000 p_peak_val0.441346 p_end430.000000 p_end_val-0.288935 qrs_onset437.000000 qrs_onset_val0.093008 qrs_end15.000000 qrs_end_val-0.024686 t_peak210.000000 t_peak_val0.372882 t_end291.000000 t_end_val0.346097
 r_peak20157.000000 r_peak_value2.623008 rr_pre_interval463.000000 rr_post_interval592.000000 p_onset420.000000 p_onset_val0.013373 p_peak480.000000 p_peak_val0.113765 p_end507.000000 p_end_val-0.102176 qrs_onset579.000000 qrs_onset_val-0.163463 qrs_end25.000000 qrs_end_val-0.446256 t_peak222.000000 t_peak_val0.168386 t_end246.000000 t_end_val0.129123
 r_peak20749.000000 r_peak_value0.628840 rr_pre_interval592.000000 rr_post_interval372.000000 p_onset199.000000 p_onset_val-0.097335 p_peak253.000000 p_peak_val0.016569 p_end254.000000 p_end_val0.012290 qrs_onset362.000000 qrs_onset_val-0.055874 qrs_end16.000000 qrs_end_val-0.062287 t_peak112.000000 t_peak_val0.287118 t_end114.000000 t_end_val0.277619
 r_peak21121.000000 r_peak_value0.600818 rr_pre_interval372.000000 rr_post_interval316.000000 p_onset95.000000 p_onset_val0.240735 p_peak220.000000 p_peak_val-0.016239 p_end289.000000 p_end_val-0.086944 qrs_onset307.000000 qrs_onset_val-0.040097 qrs_end17.000000 qrs_end_val0.006649 t_peak99.000000 t_peak_val0.262397 t_end218.000000 t_end_val-0.031380
 r_peak21437.000000 r_peak_value0.631519 rr_pre_interval316.000000 rr_post_interval271.000000 p_onset158.000000 p_onset_val-0.154234 p_peak186.000000 p_peak_val0.180593 p_end208.000000 p_end_val-0.199548 qrs_onset253.000000 qrs_onset_val-0.188699 qrs_end19.000000 qrs_end_val-0.044766 t_peak90.000000 t_peak_val0.266349 t_end139.000000 t_end_val-0.078952
 r_peak21708.000000 r_peak_value0.763980 rr_pre_interval271.000000 rr_post_interval290.000000 p_onset172.000000 p_onset_val-0.091816 p_peak201.000000 p_peak_val0.013748 p_end235.000000 p_end_val-0.213025 qrs_onset283.000000 qrs_onset_val0.008352 qrs_end15.000000 qrs_end_val0.031677 t_peak89.000000 t_peak_val0.307177 t_end92.000000 t_end_val0.286973
 r_peak21998.000000 r_peak_value0.753760 rr_pre_interval290.000000 rr_post_interval308.000000 p_onset206.000000 p_onset_val-0.029137 p_peak234.000000 p_peak_val0.114905 p_end277.000000 p_end_val-0.106284 qrs_onset292.000000 qrs_onset_val-0.186723 qrs_end7.000000 qrs_end_val0.087992 t_peak67.000000 t_peak_val0.424041 t_end96.000000 t_end_val0.230217
 r_peak22306.000000 r_peak_value0.585518 rr_pre_interval308.000000 rr_post_interval321.000000 p_onset184.000000 p_onset_val0.112198 p_peak230.000000 p_peak_val0.138671 p_end265.000000 p_end_val-0.142240 qrs_onset307.000000 qrs_onset_val-0.127178 qrs_end16.000000 qrs_end_val0.017150 t_peak103.000000 t_peak_val0.295158 t_end185.000000 t_end_val0.167135
 r_peak22627.000000 r_peak_value0.717243 rr_pre_interval321.000000 rr_post_interval657.000000 p_onset517.000000 p_onset_val-0.082474 p_peak541.000000 p_peak_val0.149703 p_end583.000000 p_end_val-0.135736 qrs_onset644.000000 qrs_onset_val-0.138182 qrs_end19.000000 qrs_end_val-0.068228 t_peak345.000000 t_peak_val0.582308 t_end443.000000 t_end_val-0.128256
 r_peak23284.000000 r_peak_value0.691977 rr_pre_interval657.000000 rr_post_interval317.000000 p_onset190.000000 p_onset_val-0.137100 p_peak216.000000 p_peak_val0.012464 p_end224.000000 p_end_val-0.008588 qrs_onset305.000000 qrs_onset_val-0.283135 qrs_end14.000000 qrs_end_val-0.080971 t_peak92.000000 t_peak_val0.257356 t_end107.000000 t_end_val0.227575
 r_peak23601.000000 r_peak_value0.696802 rr_pre_interval317.000000 rr_post_interval290.000000 p_onset148.000000 p_onset_val-0.047539 p_peak199.000000 p_peak_val0.082460 p_end201.000000 p_end_val0.081801 qrs_onset279.000000 qrs_onset_val-0.184502 qrs_end16.000000 qrs_end_val-0.023856 t_peak88.000000 t_peak_val0.312101 t_end96.000000 t_end_val0.274281
 r_peak23891.000000 r_peak_value0.772726 rr_pre_interval290.000000 rr_post_interval186.000000 p_onset130.000000 p_onset_val-0.027663 p_peak165.000000 p_peak_val0.202682 p_end148.000000 p_end_val-0.123243 qrs_onset155.000000 qrs_onset_val-0.252867 qrs_end16.000000 qrs_end_val-0.049376 t_peak89.000000 t_peak_val0.181647 t_end106.000000 t_end_val0.014985
 r_peak24077.000000 r_peak_value2.607901 rr_pre_interval186.000000 rr_post_interval395.000000 p_onset216.000000 p_onset_val0.071990 p_peak254.000000 p_peak_val0.235235 p_end304.000000 p_end_val0.023950 qrs_onset375.000000 qrs_onset_val-0.198116 qrs_end19.000000 qrs_end_val-0.408870 t_peak174.000000 t_peak_val0.411756 t_end216.000000 t_end_val0.071990
 r_peak24472.000000 r_peak_value0.688624 rr_pre_interval395.000000 rr_post_interval638.000000 p_onset514.000000 p_onset_val-0.027617 p_peak535.000000 p_peak_val0.083904 p_end538.000000 p_end_val0.056177 qrs_onset625.000000 qrs_onset_val-0.182019 qrs_end17.000000 qrs_end_val-0.048337 t_peak313.000000 t_peak_val0.601414 t_end382.000000 t_end_val-0.066121
 r_peak25110.000000 r_peak_value0.684125 rr_pre_interval638.000000 rr_post_interval311.000000 p_onset88.000000 p_onset_val0.240860 p_peak208.000000 p_peak_val-0.011346 p_end232.000000 p_end_val-0.167381 qrs_onset292.000000 qrs_onset_val-0.268089 qrs_end21.000000 qrs_end_val-0.010078 t_peak83.000000 t_peak_val0.260940 t_end88.000000 t_end_val0.240860
 r_peak25421.000000 r_peak_value0.705641 rr_pre_interval311.000000 rr_post_interval313.000000 p_onset176.000000 p_onset_val-0.134434 p_peak217.000000 p_peak_val0.028730 p_end254.000000 p_end_val-0.169230 qrs_onset301.000000 qrs_onset_val-0.239027 qrs_end18.000000 qrs_end_val0.002525 t_peak97.000000 t_peak_val0.337228 t_end176.000000 t_end_val-0.134434
 r_peak25734.000000 r_peak_value0.753638 rr_pre_interval313.000000 rr_post_interval287.000000 p_onset161.000000 p_onset_val-0.108557 p_peak202.000000 p_peak_val0.039638 p_end250.000000 p_end_val-0.063684 qrs_onset270.000000 qrs_onset_val-0.191646 qrs_end19.000000 qrs_end_val0.011256 t_peak82.000000 t_peak_val0.288791 t_end85.000000 t_end_val0.284215
 r_peak26021.000000 r_peak_value0.680769 rr_pre_interval287.000000 rr_post_interval281.000000 p_onset155.000000 p_onset_val-0.146551 p_peak186.000000 p_peak_val0.010504 p_end242.000000 p_end_val-0.162100 qrs_onset262.000000 qrs_onset_val-0.151443 qrs_end13.000000 qrs_end_val0.020112 t_peak78.000000 t_peak_val0.305738 t_end155.000000 t_end_val-0.146551
 r_peak26302.000000 r_peak_value0.717269 rr_pre_interval281.000000 rr_post_interval282.000000 p_onset166.000000 p_onset_val-0.150895 p_peak186.000000 p_peak_val0.006080 p_end189.000000 p_end_val-0.025817 qrs_onset264.000000 qrs_onset_val-0.192585 qrs_end15.000000 qrs_end_val0.009402 t_peak80.000000 t_peak_val0.361239 t_end85.000000 t_end_val0.300266
 r_peak26584.000000 r_peak_value0.654876 rr_pre_interval282.000000 rr_post_interval302.000000 p_onset83.000000 p_onset_val0.253337 p_peak202.000000 p_peak_val0.045846 p_end263.000000 p_end_val-0.105435 qrs_onset290.000000 qrs_onset_val-0.250480 qrs_end18.000000 qrs_end_val-0.015769 t_peak79.000000 t_peak_val0.302586 t_end83.000000 t_end_val0.253337
 r_peak26886.000000 r_peak_value0.662169 rr_pre_interval302.000000 rr_post_interval337.000000 p_onset198.000000 p_onset_val-0.103357 p_peak229.000000 p_peak_val0.046125 p_end269.000000 p_end_val-0.159373 qrs_onset325.000000 qrs_onset_val-0.197897 qrs_end19.000000 qrs_end_val-0.030372 t_peak101.000000 t_peak_val0.293999 t_end178.000000 t_end_val-0.097276
 r_peak27223.000000 r_peak_value0.646474 rr_pre_interval337.000000 rr_post_interval332.000000 p_onset195.000000 p_onset_val-0.153871 p_peak227.000000 p_peak_val0.071976 p_end263.000000 p_end_val-0.120530 qrs_onset313.000000 qrs_onset_val-0.229135 qrs_end13.000000 qrs_end_val-0.017915 t_peak100.000000 t_peak_val0.302803 t_end107.000000 t_end_val0.262537
 r_peak27555.000000 r_peak_value0.672337 rr_pre_interval332.000000 rr_post_interval334.000000 p_onset162.000000 p_onset_val-0.041002 p_peak234.000000 p_peak_val0.045799 p_end297.000000 p_end_val-0.097050 qrs_onset325.000000 qrs_onset_val-0.115798 qrs_end17.000000 qrs_end_val-0.017413 t_peak93.000000 t_peak_val0.282853 t_end105.000000 t_end_val0.250548
 r_peak27889.000000 r_peak_value0.734672 rr_pre_interval334.000000 rr_post_interval280.000000 p_onset141.000000 p_onset_val-0.100327 p_peak192.000000 p_peak_val0.040611 p_end245.000000 p_end_val-0.078575 qrs_onset261.000000 qrs_onset_val-0.099610 qrs_end13.000000 qrs_end_val-0.017004 t_peak84.000000 t_peak_val0.305048 t_end87.000000 t_end_val0.258606
 r_peak28169.000000 r_peak_value0.704954 rr_pre_interval280.000000 rr_post_interval282.000000 p_onset160.000000 p_onset_val-0.141942 p_peak184.000000 p_peak_val0.032115 p_end187.000000 p_end_val0.001331 qrs_onset264.000000 qrs_onset_val-0.207633 qrs_end20.000000 qrs_end_val0.009751 t_peak74.000000 t_peak_val0.302937 t_end109.000000 t_end_val0.065333
