 r_peak315.000000 r_peak_value0.178384 rr_pre_interval315.000000 rr_post_interval416.000000 p_onset280.000000 p_onset_val-0.036281 p_peak332.000000 p_peak_val0.067575 p_end368.000000 p_end_val-0.039088 qrs_onset399.000000 qrs_onset_val0.028545 qrs_end11.000000 qrs_end_val-0.052791 t_peak92.000000 t_peak_val0.244782 t_end168.000000 t_end_val-0.038692
 r_peak105505.000000 r_peak_value0.400830 rr_pre_interval1845.000000 rr_post_interval1989.000000 p_onset1834.000000 p_onset_val0.036204 p_peak1883.000000 p_peak_val0.291421 p_end1929.000000 p_end_val0.011065 qrs_onset1972.000000 qrs_onset_val-0.049370 qrs_end17.000000 qrs_end_val-0.781786 t_peak108.000000 t_peak_val0.309515 t_end155.000000 t_end_val0.090202
 r_peak107494.000000 r_peak_value0.574250 rr_pre_interval1989.000000 rr_post_interval1903.000000 p_onset1385.000000 p_onset_val0.038106 p_peak1455.000000 p_peak_val0.276271 p_end1493.000000 p_end_val-0.002494 qrs_onset1888.000000 qrs_onset_val-0.048260 qrs_end19.000000 qrs_end_val-0.951737 t_peak111.000000 t_peak_val0.507934 t_end160.000000 t_end_val0.063533
 r_peak109397.000000 r_peak_value0.405126 rr_pre_interval1903.000000 rr_post_interval12687.000000 p_onset7672.000000 p_onset_val-0.402006 p_peak7780.000000 p_peak_val0.310755 p_end7844.000000 p_end_val-0.058696 qrs_onset12665.000000 qrs_onset_val-0.002192 qrs_end15.000000 qrs_end_val-1.049779 t_peak103.000000 t_peak_val0.413188 t_end157.000000 t_end_val0.070730
 r_peak122084.000000 r_peak_value0.709423 rr_pre_interval12687.000000 rr_post_interval8920.000000 p_onset6764.000000 p_onset_val0.030756 p_peak6820.000000 p_peak_val0.342448 p_end6888.000000 p_end_val-0.040380 qrs_onset8912.000000 qrs_onset_val0.119874 qrs_end19.000000 qrs_end_val-0.700986 t_peak258.000000 t_peak_val1.113069 t_end368.000000 t_end_val-0.225885
 r_peak131004.000000 r_peak_value0.715094 rr_pre_interval8920.000000 rr_post_interval1948.000000 p_onset1628.000000 p_onset_val0.020288 p_peak1691.000000 p_peak_val0.294127 p_end1738.000000 p_end_val-0.008871 qrs_onset1920.000000 qrs_onset_val-0.035850 qrs_end15.000000 qrs_end_val-1.063482 t_peak929.000000 t_peak_val0.280268 t_end968.000000 t_end_val-0.017665
 r_peak132952.000000 r_peak_value0.594055 rr_pre_interval1948.000000 rr_post_interval1000.000000 p_onset830.000000 p_onset_val0.070026 p_peak878.000000 p_peak_val0.339086 p_end952.000000 p_end_val-0.069309 qrs_onset981.000000 qrs_onset_val-0.085596 qrs_end21.000000 qrs_end_val-0.497182 t_peak511.000000 t_peak_val0.285653 t_end570.000000 t_end_val-0.007302
 r_peak133952.000000 r_peak_value0.586301 rr_pre_interval1000.000000 rr_post_interval11595.000000 p_onset7561.000000 p_onset_val0.060185 p_peak7620.000000 p_peak_val0.301160 p_end7685.000000 p_end_val-0.036866 qrs_onset11578.000000 qrs_onset_val-0.084295 qrs_end17.000000 qrs_end_val-0.936585 t_peak6643.000000 t_peak_val0.646882 t_end6666.000000 t_end_val-0.532409
 r_peak145547.000000 r_peak_value0.547179 rr_pre_interval11595.000000 rr_post_interval1963.000000 p_onset1455.000000 p_onset_val0.120020 p_peak1483.000000 p_peak_val0.241682 p_end1524.000000 p_end_val0.004095 qrs_onset1945.000000 qrs_onset_val-0.024749 qrs_end17.000000 qrs_end_val-0.961112 t_peak109.000000 t_peak_val0.452292 t_end221.000000 t_end_val-0.122183
 r_peak147510.000000 r_peak_value0.568729 rr_pre_interval1963.000000 rr_post_interval2014.000000 p_onset1792.000000 p_onset_val0.046126 p_peak1847.000000 p_peak_val0.244965 p_end1888.000000 p_end_val0.053587 qrs_onset1996.000000 qrs_onset_val-0.068478 qrs_end18.000000 qrs_end_val-0.949907 t_peak114.000000 t_peak_val0.448074 t_end211.000000 t_end_val-0.109822
 r_peak149524.000000 r_peak_value0.619296 rr_pre_interval2014.000000 rr_post_interval2058.000000 p_onset1660.000000 p_onset_val-0.093590 p_peak1690.000000 p_peak_val0.330769 p_end1700.000000 p_end_val-0.163933 qrs_onset2043.000000 qrs_onset_val0.108949 qrs_end17.000000 qrs_end_val-0.885830 t_peak114.000000 t_peak_val0.315642 t_end213.000000 t_end_val-0.081323
 r_peak151582.000000 r_peak_value0.678934 rr_pre_interval2058.000000 rr_post_interval386.000000 p_onset267.000000 p_onset_val-0.078855 p_peak306.000000 p_peak_val0.054972 p_end318.000000 p_end_val-0.050045 qrs_onset374.000000 qrs_onset_val0.145643 qrs_end14.000000 qrs_end_val-0.070958 t_peak103.000000 t_peak_val0.223977 t_end149.000000 t_end_val-0.020438
 r_peak151968.000000 r_peak_value0.795643 rr_pre_interval386.000000 rr_post_interval394.000000 p_onset271.000000 p_onset_val-0.079367 p_peak315.000000 p_peak_val0.034957 p_end343.000000 p_end_val-0.072238 qrs_onset382.000000 qrs_onset_val0.083431 qrs_end13.000000 qrs_end_val-0.159310 t_peak118.000000 t_peak_val0.219391 t_end151.000000 t_end_val-0.036488
 r_peak152362.000000 r_peak_value0.499904 rr_pre_interval394.000000 rr_post_interval2301.000000 p_onset1974.000000 p_onset_val0.092543 p_peak2010.000000 p_peak_val0.222320 p_end2056.000000 p_end_val-0.011919 qrs_onset2285.000000 qrs_onset_val0.071476 qrs_end12.000000 qrs_end_val-0.119155 t_peak1137.000000 t_peak_val0.293342 t_end1147.000000 t_end_val-0.245764
 r_peak154663.000000 r_peak_value0.317007 rr_pre_interval2301.000000 rr_post_interval324.000000 p_onset268.000000 p_onset_val-0.054371 p_peak302.000000 p_peak_val0.033626 p_end303.000000 p_end_val0.032889 qrs_onset305.000000 qrs_onset_val-0.008491 qrs_end11.000000 qrs_end_val-0.112180 t_peak104.000000 t_peak_val0.261869 t_end148.000000 t_end_val-0.032613
 r_peak154987.000000 r_peak_value0.690881 rr_pre_interval324.000000 rr_post_interval5257.000000 p_onset5100.000000 p_onset_val0.050813 p_peak5160.000000 p_peak_val0.309824 p_end5205.000000 p_end_val-0.024313 qrs_onset5238.000000 qrs_onset_val-0.042043 qrs_end13.000000 qrs_end_val-1.169999 t_peak2822.000000 t_peak_val0.291287 t_end2868.000000 t_end_val-0.008970
 r_peak160244.000000 r_peak_value0.498239 rr_pre_interval5257.000000 rr_post_interval4092.000000 p_onset3903.000000 p_onset_val0.045395 p_peak3976.000000 p_peak_val0.280237 p_end4008.000000 p_end_val0.005892 qrs_onset4072.000000 qrs_onset_val-0.053545 qrs_end21.000000 qrs_end_val-0.688811 t_peak113.000000 t_peak_val0.405740 t_end233.000000 t_end_val-0.095090
 r_peak164336.000000 r_peak_value0.589702 rr_pre_interval4092.000000 rr_post_interval4569.000000 p_onset3874.000000 p_onset_val0.015179 p_peak3932.000000 p_peak_val0.286517 p_end3967.000000 p_end_val0.010614 qrs_onset4544.000000 qrs_onset_val-0.038150 qrs_end17.000000 qrs_end_val-0.822053 t_peak94.000000 t_peak_val0.403904 t_end156.000000 t_end_val0.051795
 r_peak168905.000000 r_peak_value0.634044 rr_pre_interval4569.000000 rr_post_interval2303.000000 p_onset1685.000000 p_onset_val0.032542 p_peak1756.000000 p_peak_val0.312387 p_end1795.000000 p_end_val-0.007777 qrs_onset2288.000000 qrs_onset_val-0.084919 qrs_end22.000000 qrs_end_val-0.706035 t_peak113.000000 t_peak_val0.289513 t_end158.000000 t_end_val0.048441
 r_peak171208.000000 r_peak_value0.612792 rr_pre_interval2303.000000 rr_post_interval5855.000000 p_onset5694.000000 p_onset_val0.026940 p_peak5745.000000 p_peak_val0.311033 p_end5808.000000 p_end_val-0.059656 qrs_onset5834.000000 qrs_onset_val-0.062885 qrs_end16.000000 qrs_end_val-1.034324 t_peak107.000000 t_peak_val0.445852 t_end211.000000 t_end_val-0.097216
 r_peak177063.000000 r_peak_value0.601490 rr_pre_interval5855.000000 rr_post_interval2019.000000 p_onset1858.000000 p_onset_val0.023024 p_peak1906.000000 p_peak_val0.280846 p_end1934.000000 p_end_val0.095688 qrs_onset2005.000000 qrs_onset_val-0.056490 qrs_end19.000000 qrs_end_val-0.762587 t_peak107.000000 t_peak_val0.426054 t_end158.000000 t_end_val0.043029
 r_peak179082.000000 r_peak_value0.649214 rr_pre_interval2019.000000 rr_post_interval6232.000000 p_onset4340.000000 p_onset_val-0.081834 p_peak4371.000000 p_peak_val0.668822 p_end4390.000000 p_end_val-0.757100 qrs_onset6216.000000 qrs_onset_val-0.047679 qrs_end17.000000 qrs_end_val-0.998731 t_peak104.000000 t_peak_val0.441616 t_end225.000000 t_end_val-0.135338
 r_peak185314.000000 r_peak_value0.587149 rr_pre_interval6232.000000 rr_post_interval703.000000 p_onset570.000000 p_onset_val0.029512 p_peak625.000000 p_peak_val0.230282 p_end664.000000 p_end_val-0.002148 qrs_onset692.000000 qrs_onset_val-0.012336 qrs_end17.000000 qrs_end_val-0.922553 t_peak97.000000 t_peak_val0.452633 t_end151.000000 t_end_val0.083946
 r_peak186017.000000 r_peak_value0.401646 rr_pre_interval703.000000 rr_post_interval7342.000000 p_onset7115.000000 p_onset_val-0.581033 p_peak7224.000000 p_peak_val0.309066 p_end7265.000000 p_end_val0.044094 qrs_onset7327.000000 qrs_onset_val-0.065877 qrs_end15.000000 qrs_end_val-0.635864 t_peak91.000000 t_peak_val0.316179 t_end214.000000 t_end_val-0.123598
 r_peak193359.000000 r_peak_value0.622147 rr_pre_interval7342.000000 rr_post_interval6813.000000 p_onset5311.000000 p_onset_val0.035493 p_peak5357.000000 p_peak_val0.328200 p_end5399.000000 p_end_val0.049071 qrs_onset6790.000000 qrs_onset_val-0.054908 qrs_end17.000000 qrs_end_val-1.004342 t_peak114.000000 t_peak_val0.456025 t_end230.000000 t_end_val-0.120561
 r_peak200172.000000 r_peak_value0.610357 rr_pre_interval6813.000000 rr_post_interval2941.000000 p_onset2368.000000 p_onset_val-0.288683 p_peak2473.000000 p_peak_val0.319088 p_end2542.000000 p_end_val-0.031455 qrs_onset2927.000000 qrs_onset_val-0.062084 qrs_end18.000000 qrs_end_val-0.800240 t_peak1285.000000 t_peak_val0.291515 t_end1317.000000 t_end_val0.011898
 r_peak203113.000000 r_peak_value0.475315 rr_pre_interval2941.000000 rr_post_interval1913.000000 p_onset1348.000000 p_onset_val-0.091162 p_peak1372.000000 p_peak_val0.309622 p_end1379.000000 p_end_val-0.317024 qrs_onset1899.000000 qrs_onset_val-0.057758 qrs_end17.000000 qrs_end_val-0.979702 t_peak108.000000 t_peak_val0.469430 t_end207.000000 t_end_val-0.132702
 r_peak205026.000000 r_peak_value0.401974 rr_pre_interval1913.000000 rr_post_interval574.000000 p_onset457.000000 p_onset_val0.015800 p_peak486.000000 p_peak_val0.097147 p_end506.000000 p_end_val-0.002382 qrs_onset557.000000 qrs_onset_val0.018840 qrs_end15.000000 qrs_end_val-1.196976 t_peak109.000000 t_peak_val0.519637 t_end230.000000 t_end_val-0.129203
 r_peak205600.000000 r_peak_value0.579405 rr_pre_interval574.000000 rr_post_interval402.000000 p_onset240.000000 p_onset_val-0.002695 p_peak261.000000 p_peak_val0.050409 p_end295.000000 p_end_val-0.036580 qrs_onset397.000000 qrs_onset_val-0.176773 qrs_end11.000000 qrs_end_val-0.167774 t_peak123.000000 t_peak_val0.206128 t_end147.000000 t_end_val0.085577
 r_peak206002.000000 r_peak_value0.331425 rr_pre_interval402.000000 rr_post_interval518.000000 p_onset461.000000 p_onset_val-0.058870 p_peak482.000000 p_peak_val0.294876 p_end489.000000 p_end_val0.146240 qrs_onset509.000000 qrs_onset_val0.129642 qrs_end9.000000 qrs_end_val-0.299640 t_peak238.000000 t_peak_val0.255454 t_end251.000000 t_end_val-0.127977
 r_peak206520.000000 r_peak_value0.296850 rr_pre_interval518.000000 rr_post_interval3855.000000 p_onset2752.000000 p_onset_val-0.047837 p_peak2789.000000 p_peak_val0.239311 p_end2796.000000 p_end_val-0.356097 qrs_onset3839.000000 qrs_onset_val0.054248 qrs_end8.000000 qrs_end_val0.127492 t_peak2177.000000 t_peak_val0.267982 t_end2220.000000 t_end_val0.015865
 r_peak210375.000000 r_peak_value0.268244 rr_pre_interval3855.000000 rr_post_interval717.000000 p_onset419.000000 p_onset_val0.020741 p_peak469.000000 p_peak_val0.196794 p_end492.000000 p_end_val0.036747 qrs_onset705.000000 qrs_onset_val0.068027 qrs_end14.000000 qrs_end_val-0.003560 t_peak104.000000 t_peak_val0.207976 t_end143.000000 t_end_val-0.002118
 r_peak211092.000000 r_peak_value0.467980 rr_pre_interval717.000000 rr_post_interval348.000000 p_onset239.000000 p_onset_val-0.057458 p_peak274.000000 p_peak_val0.001759 p_end310.000000 p_end_val-0.071770 qrs_onset336.000000 qrs_onset_val-0.001505 qrs_end11.000000 qrs_end_val-0.122710 t_peak107.000000 t_peak_val0.187243 t_end152.000000 t_end_val-0.026821
 r_peak211440.000000 r_peak_value0.365141 rr_pre_interval348.000000 rr_post_interval343.000000 p_onset233.000000 p_onset_val-0.046664 p_peak256.000000 p_peak_val0.027803 p_end277.000000 p_end_val-0.026977 qrs_onset331.000000 qrs_onset_val-0.022664 qrs_end12.000000 qrs_end_val-0.094266 t_peak99.000000 t_peak_val0.232913 t_end141.000000 t_end_val-0.033700
 r_peak211783.000000 r_peak_value0.330219 rr_pre_interval343.000000 rr_post_interval347.000000 p_onset248.000000 p_onset_val-0.057902 p_peak269.000000 p_peak_val0.028853 p_end284.000000 p_end_val-0.037197 qrs_onset336.000000 qrs_onset_val-0.098714 qrs_end13.000000 qrs_end_val-0.073463 t_peak105.000000 t_peak_val0.237005 t_end153.000000 t_end_val0.039760
 r_peak212130.000000 r_peak_value0.270675 rr_pre_interval347.000000 rr_post_interval742.000000 p_onset430.000000 p_onset_val0.059031 p_peak478.000000 p_peak_val0.242492 p_end519.000000 p_end_val-0.015090 qrs_onset724.000000 qrs_onset_val-0.012617 qrs_end12.000000 qrs_end_val-0.086032 t_peak106.000000 t_peak_val0.241018 t_end157.000000 t_end_val-0.016352
 r_peak212872.000000 r_peak_value0.297603 rr_pre_interval742.000000 rr_post_interval2107.000000 p_onset1453.000000 p_onset_val0.100251 p_peak1499.000000 p_peak_val0.252819 p_end1547.000000 p_end_val0.002254 qrs_onset2096.000000 qrs_onset_val-0.001206 qrs_end11.000000 qrs_end_val-0.080752 t_peak804.000000 t_peak_val0.286557 t_end883.000000 t_end_val-0.082804
 r_peak214979.000000 r_peak_value0.259281 rr_pre_interval2107.000000 rr_post_interval353.000000 p_onset254.000000 p_onset_val-0.104119 p_peak276.000000 p_peak_val0.008074 p_end285.000000 p_end_val-0.060484 qrs_onset339.000000 qrs_onset_val0.053402 qrs_end13.000000 qrs_end_val-0.060309 t_peak107.000000 t_peak_val0.217340 t_end152.000000 t_end_val-0.022994
 r_peak215332.000000 r_peak_value0.480974 rr_pre_interval353.000000 rr_post_interval354.000000 p_onset253.000000 p_onset_val-0.044232 p_peak281.000000 p_peak_val0.031709 p_end297.000000 p_end_val-0.045373 qrs_onset341.000000 qrs_onset_val0.129660 qrs_end11.000000 qrs_end_val-0.136250 t_peak107.000000 t_peak_val0.280910 t_end134.000000 t_end_val0.020911
 r_peak215686.000000 r_peak_value0.696698 rr_pre_interval354.000000 rr_post_interval337.000000 p_onset229.000000 p_onset_val-0.084687 p_peak256.000000 p_peak_val0.003793 p_end305.000000 p_end_val-0.114262 qrs_onset325.000000 qrs_onset_val-0.021942 qrs_end10.000000 qrs_end_val-0.086061 t_peak100.000000 t_peak_val0.263291 t_end143.000000 t_end_val0.019296
 r_peak216023.000000 r_peak_value0.451367 rr_pre_interval337.000000 rr_post_interval1041.000000 p_onset732.000000 p_onset_val0.005311 p_peak790.000000 p_peak_val0.229370 p_end826.000000 p_end_val0.042349 qrs_onset1019.000000 qrs_onset_val-0.005778 qrs_end10.000000 qrs_end_val-0.190466 t_peak99.000000 t_peak_val0.273252 t_end129.000000 t_end_val0.029880
 r_peak217064.000000 r_peak_value0.354677 rr_pre_interval1041.000000 rr_post_interval2694.000000 p_onset2080.000000 p_onset_val0.057790 p_peak2124.000000 p_peak_val0.305694 p_end2163.000000 p_end_val-0.023884 qrs_onset2682.000000 qrs_onset_val-0.063339 qrs_end11.000000 qrs_end_val-0.021312 t_peak1110.000000 t_peak_val0.299620 t_end1143.000000 t_end_val0.009906
 r_peak219758.000000 r_peak_value0.316490 rr_pre_interval2694.000000 rr_post_interval337.000000 p_onset235.000000 p_onset_val-0.083089 p_peak258.000000 p_peak_val0.037946 p_end289.000000 p_end_val-0.068809 qrs_onset325.000000 qrs_onset_val-0.023509 qrs_end12.000000 qrs_end_val-0.028934 t_peak101.000000 t_peak_val0.310603 t_end142.000000 t_end_val-0.015322
 r_peak220095.000000 r_peak_value0.322166 rr_pre_interval337.000000 rr_post_interval325.000000 p_onset233.000000 p_onset_val-0.099700 p_peak250.000000 p_peak_val-0.000140 p_end260.000000 p_end_val-0.078557 qrs_onset309.000000 qrs_onset_val0.012477 qrs_end10.000000 qrs_end_val-0.062661 t_peak95.000000 t_peak_val0.277556 t_end144.000000 t_end_val-0.035412
