 r_peak95.000000 r_peak_value2.286257 rr_pre_interval95.000000 rr_post_interval158.000000 p_onset34.000000 p_onset_val-0.667047 p_peak95.000000 p_peak_val0.692728 p_end116.000000 p_end_val0.104844 qrs_onset140.000000 qrs_onset_val-0.093763 qrs_end17.000000 qrs_end_val-0.476955 t_peak92.000000 t_peak_val0.759609 t_end157.000000 t_end_val2.511926
 r_peak2237.000000 r_peak_value2.313700 rr_pre_interval190.000000 rr_post_interval196.000000 p_onset86.000000 p_onset_val0.743247 p_peak148.000000 p_peak_val0.214533 p_end174.000000 p_end_val-0.168558 qrs_onset179.000000 qrs_onset_val-0.171630 qrs_end14.000000 qrs_end_val-0.573494 t_peak86.000000 t_peak_val0.743247 t_end151.000000 t_end_val0.171525
 r_peak2433.000000 r_peak_value2.270737 rr_pre_interval196.000000 rr_post_interval199.000000 p_onset90.000000 p_onset_val0.628306 p_peak150.000000 p_peak_val0.246443 p_end157.000000 p_end_val-0.015688 qrs_onset179.000000 qrs_onset_val-0.155218 qrs_end20.000000 qrs_end_val-0.498090 t_peak94.000000 t_peak_val0.644982 t_end149.000000 t_end_val0.232917
 r_peak2632.000000 r_peak_value2.423810 rr_pre_interval199.000000 rr_post_interval201.000000 p_onset93.000000 p_onset_val0.577352 p_peak151.000000 p_peak_val0.196913 p_end152.000000 p_end_val0.191866 qrs_onset179.000000 qrs_onset_val-0.203133 qrs_end17.000000 qrs_end_val-0.462976 t_peak95.000000 t_peak_val0.590017 t_end152.000000 t_end_val0.191866
 r_peak2833.000000 r_peak_value2.296460 rr_pre_interval201.000000 rr_post_interval188.000000 p_onset86.000000 p_onset_val0.650504 p_peak141.000000 p_peak_val0.243920 p_end166.000000 p_end_val-0.090846 qrs_onset167.000000 qrs_onset_val-0.106489 qrs_end16.000000 qrs_end_val-0.459998 t_peak86.000000 t_peak_val0.650504 t_end141.000000 t_end_val0.243920
 r_peak3021.000000 r_peak_value2.298826 rr_pre_interval188.000000 rr_post_interval198.000000 p_onset86.000000 p_onset_val0.652098 p_peak151.000000 p_peak_val0.204812 p_end171.000000 p_end_val-0.178369 qrs_onset182.000000 qrs_onset_val-0.189513 qrs_end17.000000 qrs_end_val-0.436896 t_peak87.000000 t_peak_val0.664011 t_end151.000000 t_end_val0.204812
 r_peak3219.000000 r_peak_value2.393230 rr_pre_interval198.000000 rr_post_interval189.000000 p_onset87.000000 p_onset_val0.634203 p_peak143.000000 p_peak_val0.197995 p_end162.000000 p_end_val-0.186113 qrs_onset170.000000 qrs_onset_val-0.172681 qrs_end18.000000 qrs_end_val-0.482018 t_peak87.000000 t_peak_val0.634203 t_end143.000000 t_end_val0.197995
 r_peak3408.000000 r_peak_value2.384326 rr_pre_interval189.000000 rr_post_interval195.000000 p_onset90.000000 p_onset_val0.644798 p_peak147.000000 p_peak_val0.170862 p_end165.000000 p_end_val-0.199781 qrs_onset174.000000 qrs_onset_val-0.204970 qrs_end18.000000 qrs_end_val-0.440595 t_peak90.000000 t_peak_val0.644798 t_end143.000000 t_end_val0.108511
 r_peak3603.000000 r_peak_value2.357837 rr_pre_interval195.000000 rr_post_interval203.000000 p_onset90.000000 p_onset_val0.729417 p_peak154.000000 p_peak_val0.194747 p_end176.000000 p_end_val-0.193841 qrs_onset187.000000 qrs_onset_val-0.219704 qrs_end18.000000 qrs_end_val-0.481647 t_peak90.000000 t_peak_val0.729417 t_end154.000000 t_end_val0.194747
 r_peak3806.000000 r_peak_value2.257475 rr_pre_interval203.000000 rr_post_interval202.000000 p_onset93.000000 p_onset_val0.607492 p_peak153.000000 p_peak_val0.205910 p_end182.000000 p_end_val-0.222697 qrs_onset194.000000 qrs_onset_val0.143212 qrs_end17.000000 qrs_end_val-0.591553 t_peak94.000000 t_peak_val0.618777 t_end153.000000 t_end_val0.205910
 r_peak4008.000000 r_peak_value2.355783 rr_pre_interval202.000000 rr_post_interval193.000000 p_onset89.000000 p_onset_val0.672963 p_peak146.000000 p_peak_val0.184561 p_end165.000000 p_end_val-0.163935 qrs_onset176.000000 qrs_onset_val-0.139890 qrs_end13.000000 qrs_end_val-0.754609 t_peak90.000000 t_peak_val0.673684 t_end144.000000 t_end_val0.177853
 r_peak4201.000000 r_peak_value2.254623 rr_pre_interval193.000000 rr_post_interval200.000000 p_onset91.000000 p_onset_val0.666236 p_peak152.000000 p_peak_val0.155956 p_end170.000000 p_end_val-0.176318 qrs_onset181.000000 qrs_onset_val-0.190031 qrs_end17.000000 qrs_end_val-0.403497 t_peak92.000000 t_peak_val0.672616 t_end153.000000 t_end_val0.152398
 r_peak4401.000000 r_peak_value2.389342 rr_pre_interval200.000000 rr_post_interval191.000000 p_onset85.000000 p_onset_val0.622965 p_peak143.000000 p_peak_val0.234559 p_end148.000000 p_end_val0.083462 qrs_onset172.000000 qrs_onset_val-0.221129 qrs_end17.000000 qrs_end_val-0.537083 t_peak83.000000 t_peak_val0.629423 t_end85.000000 t_end_val0.622965
 r_peak4592.000000 r_peak_value2.361112 rr_pre_interval191.000000 rr_post_interval192.000000 p_onset93.000000 p_onset_val0.658809 p_peak146.000000 p_peak_val0.210752 p_end166.000000 p_end_val-0.191506 qrs_onset174.000000 qrs_onset_val-0.236131 qrs_end18.000000 qrs_end_val-0.484876 t_peak92.000000 t_peak_val0.663370 t_end93.000000 t_end_val0.658809
 r_peak4784.000000 r_peak_value2.405375 rr_pre_interval192.000000 rr_post_interval192.000000 p_onset88.000000 p_onset_val0.654403 p_peak143.000000 p_peak_val0.225846 p_end152.000000 p_end_val-0.126757 qrs_onset176.000000 qrs_onset_val-0.180487 qrs_end19.000000 qrs_end_val-0.502603 t_peak88.000000 t_peak_val0.654403 t_end144.000000 t_end_val0.224137
 r_peak4976.000000 r_peak_value2.336018 rr_pre_interval192.000000 rr_post_interval196.000000 p_onset90.000000 p_onset_val0.652762 p_peak151.000000 p_peak_val0.165943 p_end169.000000 p_end_val-0.182086 qrs_onset176.000000 qrs_onset_val-0.182556 qrs_end15.000000 qrs_end_val-0.610924 t_peak89.000000 t_peak_val0.661305 t_end94.000000 t_end_val0.622777
 r_peak5172.000000 r_peak_value2.419184 rr_pre_interval196.000000 rr_post_interval202.000000 p_onset92.000000 p_onset_val0.612288 p_peak152.000000 p_peak_val0.235658 p_end175.000000 p_end_val-0.158416 qrs_onset182.000000 qrs_onset_val-0.224011 qrs_end19.000000 qrs_end_val-0.514674 t_peak93.000000 t_peak_val0.623792 t_end152.000000 t_end_val0.235658
 r_peak5374.000000 r_peak_value2.332117 rr_pre_interval202.000000 rr_post_interval197.000000 p_onset92.000000 p_onset_val0.644592 p_peak147.000000 p_peak_val0.212759 p_end148.000000 p_end_val0.205423 qrs_onset177.000000 qrs_onset_val-0.178197 qrs_end21.000000 qrs_end_val-0.573884 t_peak92.000000 t_peak_val0.644592 t_end148.000000 t_end_val0.205423
 r_peak5571.000000 r_peak_value2.365659 rr_pre_interval197.000000 rr_post_interval200.000000 p_onset91.000000 p_onset_val0.695895 p_peak152.000000 p_peak_val0.242964 p_end172.000000 p_end_val-0.115360 qrs_onset184.000000 qrs_onset_val-0.159280 qrs_end20.000000 qrs_end_val-0.546334 t_peak89.000000 t_peak_val0.723464 t_end92.000000 t_end_val0.702039
 r_peak5771.000000 r_peak_value2.253840 rr_pre_interval200.000000 rr_post_interval192.000000 p_onset85.000000 p_onset_val0.603654 p_peak144.000000 p_peak_val0.194798 p_end164.000000 p_end_val-0.163069 qrs_onset173.000000 qrs_onset_val-0.157740 qrs_end21.000000 qrs_end_val-0.567366 t_peak83.000000 t_peak_val0.614626 t_end86.000000 t_end_val0.605379
 r_peak5963.000000 r_peak_value2.436194 rr_pre_interval192.000000 rr_post_interval193.000000 p_onset91.000000 p_onset_val0.585850 p_peak145.000000 p_peak_val0.215990 p_end147.000000 p_end_val0.193654 qrs_onset172.000000 qrs_onset_val-0.207226 qrs_end19.000000 qrs_end_val-0.539415 t_peak95.000000 t_peak_val0.626822 t_end147.000000 t_end_val0.193654
 r_peak6156.000000 r_peak_value2.333651 rr_pre_interval193.000000 rr_post_interval191.000000 p_onset87.000000 p_onset_val0.636458 p_peak145.000000 p_peak_val0.178827 p_end163.000000 p_end_val-0.169889 qrs_onset174.000000 qrs_onset_val-0.194466 qrs_end23.000000 qrs_end_val-0.578357 t_peak86.000000 t_peak_val0.650800 t_end88.000000 t_end_val0.641913
 r_peak6347.000000 r_peak_value2.235611 rr_pre_interval191.000000 rr_post_interval196.000000 p_onset85.000000 p_onset_val0.658776 p_peak147.000000 p_peak_val0.168480 p_end152.000000 p_end_val0.108809 qrs_onset174.000000 qrs_onset_val-0.182223 qrs_end17.000000 qrs_end_val-0.429279 t_peak84.000000 t_peak_val0.666881 t_end85.000000 t_end_val0.658776
 r_peak6543.000000 r_peak_value2.124014 rr_pre_interval196.000000 rr_post_interval199.000000 p_onset91.000000 p_onset_val0.559166 p_peak151.000000 p_peak_val0.185001 p_end169.000000 p_end_val-0.181880 qrs_onset180.000000 qrs_onset_val-0.179245 qrs_end22.000000 qrs_end_val-0.592444 t_peak89.000000 t_peak_val0.571705 t_end91.000000 t_end_val0.559166
 r_peak6742.000000 r_peak_value2.279501 rr_pre_interval199.000000 rr_post_interval200.000000 p_onset92.000000 p_onset_val0.639518 p_peak152.000000 p_peak_val0.200644 p_end170.000000 p_end_val-0.159795 qrs_onset178.000000 qrs_onset_val-0.156269 qrs_end20.000000 qrs_end_val-0.537990 t_peak94.000000 t_peak_val0.666085 t_end155.000000 t_end_val0.142933
 r_peak6942.000000 r_peak_value2.307492 rr_pre_interval200.000000 rr_post_interval193.000000 p_onset88.000000 p_onset_val0.659764 p_peak146.000000 p_peak_val0.171881 p_end167.000000 p_end_val-0.179216 qrs_onset175.000000 qrs_onset_val-0.149671 qrs_end18.000000 qrs_end_val-0.481772 t_peak89.000000 t_peak_val0.660642 t_end153.000000 t_end_val-0.082633
 r_peak7135.000000 r_peak_value2.298684 rr_pre_interval193.000000 rr_post_interval198.000000 p_onset89.000000 p_onset_val0.652273 p_peak154.000000 p_peak_val0.186409 p_end167.000000 p_end_val-0.151004 qrs_onset179.000000 qrs_onset_val-0.170736 qrs_end19.000000 qrs_end_val-0.494890 t_peak91.000000 t_peak_val0.670078 t_end150.000000 t_end_val0.162962
 r_peak7333.000000 r_peak_value2.271930 rr_pre_interval198.000000 rr_post_interval189.000000 p_onset83.000000 p_onset_val0.599235 p_peak142.000000 p_peak_val0.245047 p_end164.000000 p_end_val-0.169969 qrs_onset171.000000 qrs_onset_val-0.189624 qrs_end20.000000 qrs_end_val-0.552396 t_peak88.000000 t_peak_val0.621146 t_end142.000000 t_end_val0.245047
 r_peak7522.000000 r_peak_value2.395596 rr_pre_interval189.000000 rr_post_interval193.000000 p_onset90.000000 p_onset_val0.649031 p_peak146.000000 p_peak_val0.223183 p_end167.000000 p_end_val-0.177381 qrs_onset175.000000 qrs_onset_val-0.163337 qrs_end19.000000 qrs_end_val-0.524764 t_peak91.000000 t_peak_val0.654642 t_end150.000000 t_end_val0.158936
 r_peak7715.000000 r_peak_value2.274295 rr_pre_interval193.000000 rr_post_interval199.000000 p_onset88.000000 p_onset_val0.637962 p_peak152.000000 p_peak_val0.178462 p_end169.000000 p_end_val-0.152808 qrs_onset178.000000 qrs_onset_val-0.137478 qrs_end20.000000 qrs_end_val-0.512600 t_peak90.000000 t_peak_val0.646630 t_end156.000000 t_end_val0.072223
 r_peak7914.000000 r_peak_value2.306315 rr_pre_interval199.000000 rr_post_interval193.000000 p_onset91.000000 p_onset_val0.591735 p_peak148.000000 p_peak_val0.267742 p_end164.000000 p_end_val-0.121881 qrs_onset171.000000 qrs_onset_val-0.129373 qrs_end19.000000 qrs_end_val-0.505552 t_peak87.000000 t_peak_val0.606359 t_end91.000000 t_end_val0.591735
 r_peak8107.000000 r_peak_value2.349109 rr_pre_interval193.000000 rr_post_interval195.000000 p_onset89.000000 p_onset_val0.611725 p_peak148.000000 p_peak_val0.215361 p_end172.000000 p_end_val-0.151645 qrs_onset178.000000 qrs_onset_val-0.184827 qrs_end20.000000 qrs_end_val-0.546361 t_peak89.000000 t_peak_val0.611725 t_end148.000000 t_end_val0.215361
 r_peak8302.000000 r_peak_value2.384044 rr_pre_interval195.000000 rr_post_interval195.000000 p_onset89.000000 p_onset_val0.648367 p_peak146.000000 p_peak_val0.223384 p_end166.000000 p_end_val-0.195908 qrs_onset173.000000 qrs_onset_val-0.205359 qrs_end18.000000 qrs_end_val-0.447665 t_peak90.000000 t_peak_val0.654871 t_end143.000000 t_end_val0.160172
 r_peak8497.000000 r_peak_value2.358732 rr_pre_interval195.000000 rr_post_interval202.000000 p_onset94.000000 p_onset_val0.690529 p_peak152.000000 p_peak_val0.216553 p_end157.000000 p_end_val0.181098 qrs_onset182.000000 qrs_onset_val-0.148901 qrs_end21.000000 qrs_end_val-0.548464 t_peak94.000000 t_peak_val0.690529 t_end157.000000 t_end_val0.181098
 r_peak8699.000000 r_peak_value2.330817 rr_pre_interval202.000000 rr_post_interval200.000000 p_onset90.000000 p_onset_val0.614341 p_peak152.000000 p_peak_val0.238729 p_end174.000000 p_end_val-0.117714 qrs_onset181.000000 qrs_onset_val-0.126851 qrs_end21.000000 qrs_end_val-0.540406 t_peak88.000000 t_peak_val0.625892 t_end90.000000 t_end_val0.614341
 r_peak8899.000000 r_peak_value2.336521 rr_pre_interval200.000000 rr_post_interval196.000000 p_onset90.000000 p_onset_val0.587806 p_peak146.000000 p_peak_val0.228839 p_end148.000000 p_end_val0.216300 qrs_onset178.000000 qrs_onset_val-0.183702 qrs_end18.000000 qrs_end_val-0.483527 t_peak90.000000 t_peak_val0.587806 t_end147.000000 t_end_val0.227539
 r_peak9095.000000 r_peak_value2.487381 rr_pre_interval196.000000 rr_post_interval189.000000 p_onset85.000000 p_onset_val0.617366 p_peak143.000000 p_peak_val0.179559 p_end144.000000 p_end_val0.178368 qrs_onset170.000000 qrs_onset_val-0.151931 qrs_end16.000000 qrs_end_val-0.460582 t_peak85.000000 t_peak_val0.617366 t_end144.000000 t_end_val0.178368
 r_peak9284.000000 r_peak_value2.318932 rr_pre_interval189.000000 rr_post_interval197.000000 p_onset81.000000 p_onset_val0.565067 p_peak149.000000 p_peak_val0.227715 p_end156.000000 p_end_val-0.085608 qrs_onset181.000000 qrs_onset_val-0.153307 qrs_end16.000000 qrs_end_val-0.428434 t_peak86.000000 t_peak_val0.664519 t_end148.000000 t_end_val0.219158
 r_peak9481.000000 r_peak_value2.298886 rr_pre_interval197.000000 rr_post_interval201.000000 p_onset129.000000 p_onset_val-0.059485 p_peak153.000000 p_peak_val0.215373 p_end174.000000 p_end_val-0.144421 qrs_onset185.000000 qrs_onset_val-0.209218 qrs_end16.000000 qrs_end_val-0.650704 t_peak91.000000 t_peak_val0.611553 t_end92.000000 t_end_val0.593073
 r_peak9682.000000 r_peak_value2.276863 rr_pre_interval201.000000 rr_post_interval200.000000 p_onset93.000000 p_onset_val0.566457 p_peak147.000000 p_peak_val0.197571 p_end151.000000 p_end_val0.188025 qrs_onset183.000000 qrs_onset_val-0.200390 qrs_end14.000000 qrs_end_val-0.659047 t_peak96.000000 t_peak_val0.590375 t_end151.000000 t_end_val0.188025
 r_peak9882.000000 r_peak_value2.503936 rr_pre_interval200.000000 rr_post_interval193.000000 p_onset90.000000 p_onset_val0.649908 p_peak146.000000 p_peak_val0.240155 p_end167.000000 p_end_val-0.130908 qrs_onset174.000000 qrs_onset_val-0.143448 qrs_end14.000000 qrs_end_val-0.639136 t_peak91.000000 t_peak_val0.650581 t_end151.000000 t_end_val0.085297
 r_peak10075.000000 r_peak_value2.194936 rr_pre_interval193.000000 rr_post_interval199.000000 p_onset88.000000 p_onset_val0.633712 p_peak149.000000 p_peak_val0.204030 p_end156.000000 p_end_val0.107165 qrs_onset179.000000 qrs_onset_val-0.158854 qrs_end17.000000 qrs_end_val-0.453717 t_peak88.000000 t_peak_val0.633712 t_end156.000000 t_end_val0.107165
 r_peak10274.000000 r_peak_value2.415316 rr_pre_interval199.000000 rr_post_interval188.000000 p_onset86.000000 p_onset_val0.584280 p_peak140.000000 p_peak_val0.223260 p_end145.000000 p_end_val0.168511 qrs_onset168.000000 qrs_onset_val-0.143431 qrs_end18.000000 qrs_end_val-0.494495 t_peak85.000000 t_peak_val0.597995 t_end87.000000 t_end_val0.585471
 r_peak10462.000000 r_peak_value2.341898 rr_pre_interval188.000000 rr_post_interval194.000000 p_onset90.000000 p_onset_val0.631792 p_peak147.000000 p_peak_val0.170941 p_end169.000000 p_end_val-0.209125 qrs_onset176.000000 qrs_onset_val-0.194407 qrs_end22.000000 qrs_end_val-0.570654 t_peak90.000000 t_peak_val0.631792 t_end147.000000 t_end_val0.170941
 r_peak10656.000000 r_peak_value2.325170 rr_pre_interval194.000000 rr_post_interval194.000000 p_onset85.000000 p_onset_val0.653103 p_peak148.000000 p_peak_val0.181692 p_end172.000000 p_end_val-0.127542 qrs_onset176.000000 qrs_onset_val-0.153623 qrs_end19.000000 qrs_end_val-0.435676 t_peak83.000000 t_peak_val0.659593 t_end85.000000 t_end_val0.653103
 r_peak10850.000000 r_peak_value2.296551 rr_pre_interval194.000000 rr_post_interval192.000000 p_onset89.000000 p_onset_val0.557760 p_peak147.000000 p_peak_val0.196709 p_end149.000000 p_end_val0.184891 qrs_onset173.000000 qrs_onset_val-0.178101 qrs_end19.000000 qrs_end_val-0.499246 t_peak93.000000 t_peak_val0.575047 t_end146.000000 t_end_val0.192681
 r_peak11042.000000 r_peak_value2.316977 rr_pre_interval192.000000 rr_post_interval194.000000 p_onset87.000000 p_onset_val0.554421 p_peak144.000000 p_peak_val0.202791 p_end145.000000 p_end_val0.185973 qrs_onset178.000000 qrs_onset_val-0.203933 qrs_end17.000000 qrs_end_val-0.493808 t_peak85.000000 t_peak_val0.581333 t_end87.000000 t_end_val0.554421
 r_peak11236.000000 r_peak_value2.436945 rr_pre_interval194.000000 rr_post_interval197.000000 p_onset90.000000 p_onset_val0.686098 p_peak151.000000 p_peak_val0.186410 p_end170.000000 p_end_val-0.138762 qrs_onset177.000000 qrs_onset_val-0.137523 qrs_end21.000000 qrs_end_val-0.505877 t_peak90.000000 t_peak_val0.686098 t_end147.000000 t_end_val0.138041
 r_peak11433.000000 r_peak_value2.235299 rr_pre_interval197.000000 rr_post_interval203.000000 p_onset93.000000 p_onset_val0.582558 p_peak155.000000 p_peak_val0.218590 p_end156.000000 p_end_val0.201850 qrs_onset181.000000 qrs_onset_val-0.154748 qrs_end19.000000 qrs_end_val-0.499559 t_peak89.000000 t_peak_val0.615316 t_end93.000000 t_end_val0.582558
 r_peak11636.000000 r_peak_value2.366880 rr_pre_interval203.000000 rr_post_interval191.000000 p_onset90.000000 p_onset_val0.599889 p_peak144.000000 p_peak_val0.193291 p_end164.000000 p_end_val-0.183071 qrs_onset172.000000 qrs_onset_val-0.159873 qrs_end19.000000 qrs_end_val-0.510896 t_peak89.000000 t_peak_val0.604183 t_end90.000000 t_end_val0.599889
 r_peak11827.000000 r_peak_value2.284234 rr_pre_interval191.000000 rr_post_interval195.000000 p_onset88.000000 p_onset_val0.639283 p_peak146.000000 p_peak_val0.166143 p_end167.000000 p_end_val-0.188795 qrs_onset172.000000 qrs_onset_val-0.204798 qrs_end18.000000 qrs_end_val-0.467895 t_peak89.000000 t_peak_val0.645144 t_end146.000000 t_end_val0.166143
 r_peak12022.000000 r_peak_value2.215876 rr_pre_interval195.000000 rr_post_interval192.000000 p_onset86.000000 p_onset_val0.631957 p_peak146.000000 p_peak_val0.227382 p_end165.000000 p_end_val-0.136802 qrs_onset172.000000 qrs_onset_val-0.120423 qrs_end16.000000 qrs_end_val-0.409063 t_peak84.000000 t_peak_val0.639449 t_end87.000000 t_end_val0.628070
 r_peak12214.000000 r_peak_value2.316835 rr_pre_interval192.000000 rr_post_interval195.000000 p_onset89.000000 p_onset_val0.612116 p_peak148.000000 p_peak_val0.248197 p_end149.000000 p_end_val0.231959 qrs_onset171.000000 qrs_onset_val-0.121818 qrs_end17.000000 qrs_end_val-0.468402 t_peak88.000000 t_peak_val0.615705 t_end89.000000 t_end_val0.612116
 r_peak12409.000000 r_peak_value2.304486 rr_pre_interval195.000000 rr_post_interval197.000000 p_onset92.000000 p_onset_val0.611869 p_peak149.000000 p_peak_val0.216587 p_end167.000000 p_end_val-0.144964 qrs_onset177.000000 qrs_onset_val-0.184056 qrs_end24.000000 qrs_end_val-0.575905 t_peak93.000000 t_peak_val0.613060 t_end150.000000 t_end_val0.209926
 r_peak12606.000000 r_peak_value2.265536 rr_pre_interval197.000000 rr_post_interval202.000000 p_onset91.000000 p_onset_val0.688983 p_peak153.000000 p_peak_val0.248904 p_end172.000000 p_end_val-0.165876 qrs_onset182.000000 qrs_onset_val-0.142162 qrs_end20.000000 qrs_end_val-0.522741 t_peak91.000000 t_peak_val0.688983 t_end153.000000 t_end_val0.248904
 r_peak12808.000000 r_peak_value2.274719 rr_pre_interval202.000000 rr_post_interval197.000000 p_onset90.000000 p_onset_val0.605367 p_peak151.000000 p_peak_val0.195064 p_end178.000000 p_end_val-0.157853 qrs_onset187.000000 qrs_onset_val-0.235973 qrs_end21.000000 qrs_end_val-0.527960 t_peak93.000000 t_peak_val0.629332 t_end150.000000 t_end_val0.175879
 r_peak13005.000000 r_peak_value2.309200 rr_pre_interval197.000000 rr_post_interval198.000000 p_onset90.000000 p_onset_val0.594154 p_peak150.000000 p_peak_val0.240533 p_end154.000000 p_end_val0.126098 qrs_onset174.000000 qrs_onset_val-0.142462 qrs_end13.000000 qrs_end_val-0.964954 t_peak90.000000 t_peak_val0.594154 t_end149.000000 t_end_val0.236772
 r_peak13203.000000 r_peak_value2.440171 rr_pre_interval198.000000 rr_post_interval188.000000 p_onset84.000000 p_onset_val0.609921 p_peak143.000000 p_peak_val0.168153 p_end146.000000 p_end_val0.114125 qrs_onset167.000000 qrs_onset_val-0.182820 qrs_end21.000000 qrs_end_val-0.564986 t_peak86.000000 t_peak_val0.621505 t_end142.000000 t_end_val0.159626
 r_peak13391.000000 r_peak_value2.419734 rr_pre_interval188.000000 rr_post_interval194.000000 p_onset88.000000 p_onset_val0.640405 p_peak149.000000 p_peak_val0.210442 p_end165.000000 p_end_val-0.193241 qrs_onset175.000000 qrs_onset_val-0.174449 qrs_end21.000000 qrs_end_val-0.579924 t_peak87.000000 t_peak_val0.659669 t_end89.000000 t_end_val0.641064
 r_peak13585.000000 r_peak_value2.282055 rr_pre_interval194.000000 rr_post_interval196.000000 p_onset85.000000 p_onset_val0.658682 p_peak147.000000 p_peak_val0.195282 p_end166.000000 p_end_val-0.175392 qrs_onset177.000000 qrs_onset_val-0.167664 qrs_end15.000000 qrs_end_val-0.464231 t_peak84.000000 t_peak_val0.661911 t_end86.000000 t_end_val0.660454
 r_peak13781.000000 r_peak_value2.320705 rr_pre_interval196.000000 rr_post_interval197.000000 p_onset92.000000 p_onset_val0.610548 p_peak149.000000 p_peak_val0.221868 p_end151.000000 p_end_val0.215504 qrs_onset180.000000 qrs_onset_val-0.145671 qrs_end16.000000 qrs_end_val-0.637949 t_peak91.000000 t_peak_val0.614498 t_end92.000000 t_end_val0.610548
 r_peak13978.000000 r_peak_value2.373606 rr_pre_interval197.000000 rr_post_interval196.000000 p_onset89.000000 p_onset_val0.568871 p_peak147.000000 p_peak_val0.202352 p_end169.000000 p_end_val-0.186972 qrs_onset178.000000 qrs_onset_val-0.212299 qrs_end15.000000 qrs_end_val-0.591112 t_peak90.000000 t_peak_val0.575157 t_end146.000000 t_end_val0.199248
