 r_peak289.000000 r_peak_value0.446337 rr_pre_interval289.000000 rr_post_interval203.000000 p_onset67.000000 p_onset_val-0.020044 p_peak137.000000 p_peak_val-0.120848 p_end164.000000 p_end_val-0.228481 qrs_onset190.000000 qrs_onset_val-0.171727 qrs_end17.000000 qrs_end_val0.681039 t_peak29.000000 t_peak_val0.681148 t_end68.000000 t_end_val-0.020671
 r_peak3536.000000 r_peak_value1.493230 rr_pre_interval308.000000 rr_post_interval313.000000 p_onset33.000000 p_onset_val-1.949685 p_peak195.000000 p_peak_val-0.046696 p_end238.000000 p_end_val-0.244860 qrs_onset301.000000 qrs_onset_val-0.177851 qrs_end11.000000 qrs_end_val0.387180 t_peak128.000000 t_peak_val1.018370 t_end180.000000 t_end_val-0.091085
 r_peak3849.000000 r_peak_value1.485926 rr_pre_interval313.000000 rr_post_interval297.000000 p_onset162.000000 p_onset_val0.013214 p_peak180.000000 p_peak_val0.054517 p_end234.000000 p_end_val-0.210076 qrs_onset284.000000 qrs_onset_val-0.221001 qrs_end19.000000 qrs_end_val-0.834700 t_peak128.000000 t_peak_val0.927649 t_end164.000000 t_end_val0.025079
 r_peak4146.000000 r_peak_value1.417166 rr_pre_interval297.000000 rr_post_interval282.000000 p_onset31.000000 p_onset_val-2.009324 p_peak170.000000 p_peak_val0.080863 p_end214.000000 p_end_val-0.227320 qrs_onset270.000000 qrs_onset_val-0.230374 qrs_end9.000000 qrs_end_val0.376398 t_peak119.000000 t_peak_val1.161116 t_end178.000000 t_end_val0.060549
 r_peak4428.000000 r_peak_value1.367039 rr_pre_interval282.000000 rr_post_interval284.000000 p_onset30.000000 p_onset_val-2.011804 p_peak172.000000 p_peak_val0.085244 p_end226.000000 p_end_val-0.200394 qrs_onset270.000000 qrs_onset_val-0.228716 qrs_end11.000000 qrs_end_val0.109890 t_peak119.000000 t_peak_val1.057032 t_end172.000000 t_end_val0.085244
 r_peak4712.000000 r_peak_value1.313025 rr_pre_interval284.000000 rr_post_interval303.000000 p_onset31.000000 p_onset_val-1.910782 p_peak183.000000 p_peak_val0.084765 p_end229.000000 p_end_val-0.169811 qrs_onset288.000000 qrs_onset_val-0.190658 qrs_end11.000000 qrs_end_val0.220314 t_peak134.000000 t_peak_val0.923776 t_end171.000000 t_end_val-0.037696
 r_peak5015.000000 r_peak_value1.324530 rr_pre_interval303.000000 rr_post_interval314.000000 p_onset174.000000 p_onset_val-0.045882 p_peak192.000000 p_peak_val-0.037778 p_end221.000000 p_end_val-0.161460 qrs_onset303.000000 qrs_onset_val-0.102869 qrs_end8.000000 qrs_end_val0.505785 t_peak125.000000 t_peak_val1.007284 t_end175.000000 t_end_val-0.064299
 r_peak5329.000000 r_peak_value1.343416 rr_pre_interval314.000000 rr_post_interval327.000000 p_onset32.000000 p_onset_val-1.889953 p_peak207.000000 p_peak_val-0.091765 p_end219.000000 p_end_val-0.115372 qrs_onset315.000000 qrs_onset_val-0.131160 qrs_end10.000000 qrs_end_val0.354905 t_peak135.000000 t_peak_val0.977199 t_end200.000000 t_end_val-0.114193
 r_peak5656.000000 r_peak_value1.411976 rr_pre_interval327.000000 rr_post_interval304.000000 p_onset166.000000 p_onset_val0.019220 p_peak186.000000 p_peak_val0.039925 p_end208.000000 p_end_val-0.109794 qrs_onset293.000000 qrs_onset_val-0.166989 qrs_end16.000000 qrs_end_val-0.153854 t_peak131.000000 t_peak_val0.903358 t_end169.000000 t_end_val0.039282
 r_peak5960.000000 r_peak_value1.308466 rr_pre_interval304.000000 rr_post_interval582.000000 p_onset322.000000 p_onset_val-1.851255 p_peak412.000000 p_peak_val0.987895 p_end455.000000 p_end_val-0.105128 qrs_onset566.000000 qrs_onset_val-0.264481 qrs_end12.000000 qrs_end_val0.012228 t_peak293.000000 t_peak_val1.414796 t_end324.000000 t_end_val-1.877963
 r_peak6542.000000 r_peak_value1.580801 rr_pre_interval582.000000 rr_post_interval601.000000 p_onset333.000000 p_onset_val-1.766960 p_peak428.000000 p_peak_val1.063074 p_end468.000000 p_end_val-0.040499 qrs_onset588.000000 qrs_onset_val-0.160893 qrs_end14.000000 qrs_end_val-0.124404 t_peak303.000000 t_peak_val1.481190 t_end334.000000 t_end_val-1.802666
 r_peak7143.000000 r_peak_value1.442665 rr_pre_interval601.000000 rr_post_interval311.000000 p_onset32.000000 p_onset_val-1.754091 p_peak187.000000 p_peak_val0.003996 p_end217.000000 p_end_val-0.091882 qrs_onset300.000000 qrs_onset_val-0.126595 qrs_end13.000000 qrs_end_val0.143652 t_peak133.000000 t_peak_val0.975219 t_end178.000000 t_end_val-0.050501
 r_peak7454.000000 r_peak_value1.434596 rr_pre_interval311.000000 rr_post_interval312.000000 p_onset33.000000 p_onset_val-1.765313 p_peak193.000000 p_peak_val-0.002180 p_end233.000000 p_end_val-0.162401 qrs_onset299.000000 qrs_onset_val-0.207993 qrs_end14.000000 qrs_end_val0.084454 t_peak134.000000 t_peak_val0.912804 t_end185.000000 t_end_val-0.056850
 r_peak7766.000000 r_peak_value1.324468 rr_pre_interval312.000000 rr_post_interval305.000000 p_onset31.000000 p_onset_val-1.854717 p_peak188.000000 p_peak_val0.017760 p_end226.000000 p_end_val-0.198572 qrs_onset294.000000 qrs_onset_val-0.169261 qrs_end14.000000 qrs_end_val-0.095973 t_peak128.000000 t_peak_val1.009425 t_end178.000000 t_end_val-0.029199
 r_peak8071.000000 r_peak_value1.360582 rr_pre_interval305.000000 rr_post_interval303.000000 p_onset31.000000 p_onset_val-1.868509 p_peak183.000000 p_peak_val0.024195 p_end220.000000 p_end_val-0.170959 qrs_onset294.000000 qrs_onset_val-0.136520 qrs_end17.000000 qrs_end_val-0.580171 t_peak128.000000 t_peak_val0.982721 t_end171.000000 t_end_val-0.017921
 r_peak8374.000000 r_peak_value1.394202 rr_pre_interval303.000000 rr_post_interval575.000000 p_onset320.000000 p_onset_val-1.761914 p_peak409.000000 p_peak_val0.936917 p_end450.000000 p_end_val0.033360 qrs_onset564.000000 qrs_onset_val-0.188276 qrs_end10.000000 qrs_end_val0.264860 t_peak291.000000 t_peak_val1.307350 t_end320.000000 t_end_val-1.761914
 r_peak8949.000000 r_peak_value1.311724 rr_pre_interval575.000000 rr_post_interval298.000000 p_onset165.000000 p_onset_val-0.034341 p_peak187.000000 p_peak_val0.016707 p_end249.000000 p_end_val-0.236256 qrs_onset287.000000 qrs_onset_val-0.159248 qrs_end11.000000 qrs_end_val0.158025 t_peak127.000000 t_peak_val0.993512 t_end168.000000 t_end_val-0.001285
 r_peak9247.000000 r_peak_value1.332225 rr_pre_interval298.000000 rr_post_interval301.000000 p_onset165.000000 p_onset_val-0.022491 p_peak183.000000 p_peak_val0.040893 p_end216.000000 p_end_val-0.156222 qrs_onset288.000000 qrs_onset_val-0.148995 qrs_end13.000000 qrs_end_val0.030203 t_peak123.000000 t_peak_val0.974545 t_end167.000000 t_end_val-0.049044
 r_peak9548.000000 r_peak_value1.306569 rr_pre_interval301.000000 rr_post_interval326.000000 p_onset210.000000 p_onset_val-0.113541 p_peak236.000000 p_peak_val-0.063351 p_end265.000000 p_end_val-0.148134 qrs_onset316.000000 qrs_onset_val-0.157368 qrs_end19.000000 qrs_end_val-0.695219 t_peak133.000000 t_peak_val0.932414 t_end199.000000 t_end_val-0.116141
 r_peak9874.000000 r_peak_value1.293775 rr_pre_interval326.000000 rr_post_interval310.000000 p_onset127.000000 p_onset_val0.954893 p_peak186.000000 p_peak_val0.023437 p_end225.000000 p_end_val-0.149776 qrs_onset298.000000 qrs_onset_val-0.200938 qrs_end11.000000 qrs_end_val0.378807 t_peak133.000000 t_peak_val1.001742 t_end179.000000 t_end_val-0.017818
 r_peak10184.000000 r_peak_value1.322572 rr_pre_interval310.000000 rr_post_interval299.000000 p_onset31.000000 p_onset_val-2.015675 p_peak181.000000 p_peak_val0.037176 p_end232.000000 p_end_val-0.239877 qrs_onset287.000000 qrs_onset_val-0.210048 qrs_end14.000000 qrs_end_val-0.201253 t_peak127.000000 t_peak_val1.074040 t_end184.000000 t_end_val0.015860
 r_peak10483.000000 r_peak_value1.282240 rr_pre_interval299.000000 rr_post_interval287.000000 p_onset32.000000 p_onset_val-1.820875 p_peak176.000000 p_peak_val0.118948 p_end215.000000 p_end_val-0.182430 qrs_onset276.000000 qrs_onset_val-0.209875 qrs_end13.000000 qrs_end_val-0.135972 t_peak122.000000 t_peak_val0.965737 t_end164.000000 t_end_val0.087272
 r_peak10770.000000 r_peak_value1.260564 rr_pre_interval287.000000 rr_post_interval291.000000 p_onset28.000000 p_onset_val-1.871738 p_peak177.000000 p_peak_val-0.023512 p_end229.000000 p_end_val-0.271881 qrs_onset277.000000 qrs_onset_val-0.255768 qrs_end12.000000 qrs_end_val-0.061646 t_peak124.000000 t_peak_val0.985393 t_end170.000000 t_end_val-0.038949
 r_peak11061.000000 r_peak_value1.496333 rr_pre_interval291.000000 rr_post_interval292.000000 p_onset157.000000 p_onset_val-0.072209 p_peak180.000000 p_peak_val0.030862 p_end216.000000 p_end_val-0.177539 qrs_onset281.000000 qrs_onset_val-0.179669 qrs_end16.000000 qrs_end_val-0.461505 t_peak121.000000 t_peak_val0.958121 t_end159.000000 t_end_val-0.101942
 r_peak11353.000000 r_peak_value1.425379 rr_pre_interval292.000000 rr_post_interval310.000000 p_onset31.000000 p_onset_val-1.683994 p_peak188.000000 p_peak_val-0.062272 p_end196.000000 p_end_val-0.106206 qrs_onset300.000000 qrs_onset_val-0.099231 qrs_end12.000000 qrs_end_val0.014045 t_peak122.000000 t_peak_val0.960919 t_end175.000000 t_end_val-0.072508
 r_peak11663.000000 r_peak_value1.469469 rr_pre_interval310.000000 rr_post_interval327.000000 p_onset195.000000 p_onset_val-0.102849 p_peak220.000000 p_peak_val-0.082130 p_end235.000000 p_end_val-0.175813 qrs_onset316.000000 qrs_onset_val-0.125361 qrs_end14.000000 qrs_end_val0.103450 t_peak143.000000 t_peak_val0.965632 t_end203.000000 t_end_val-0.103790
 r_peak11990.000000 r_peak_value1.436708 rr_pre_interval327.000000 rr_post_interval304.000000 p_onset33.000000 p_onset_val-1.744451 p_peak187.000000 p_peak_val0.031506 p_end221.000000 p_end_val-0.142819 qrs_onset292.000000 qrs_onset_val-0.194125 qrs_end10.000000 qrs_end_val0.418166 t_peak127.000000 t_peak_val0.952571 t_end175.000000 t_end_val0.020362
 r_peak12294.000000 r_peak_value1.276987 rr_pre_interval304.000000 rr_post_interval301.000000 p_onset166.000000 p_onset_val0.004102 p_peak184.000000 p_peak_val0.014936 p_end228.000000 p_end_val-0.185172 qrs_onset288.000000 qrs_onset_val-0.204842 qrs_end12.000000 qrs_end_val0.066595 t_peak123.000000 t_peak_val1.005986 t_end167.000000 t_end_val-0.014408
 r_peak12595.000000 r_peak_value1.273402 rr_pre_interval301.000000 rr_post_interval294.000000 p_onset36.000000 p_onset_val-1.679029 p_peak177.000000 p_peak_val0.051414 p_end240.000000 p_end_val-0.217163 qrs_onset281.000000 qrs_onset_val-0.226065 qrs_end12.000000 qrs_end_val0.072509 t_peak122.000000 t_peak_val0.954267 t_end173.000000 t_end_val0.012778
 r_peak12889.000000 r_peak_value1.279091 rr_pre_interval294.000000 rr_post_interval285.000000 p_onset112.000000 p_onset_val0.855814 p_peak176.000000 p_peak_val0.088180 p_end223.000000 p_end_val-0.197556 qrs_onset276.000000 qrs_onset_val-0.199278 qrs_end36.000000 qrs_end_val-1.598810 t_peak123.000000 t_peak_val0.972600 t_end163.000000 t_end_val0.067882
 r_peak13174.000000 r_peak_value1.346960 rr_pre_interval285.000000 rr_post_interval301.000000 p_onset72.000000 p_onset_val0.247620 p_peak185.000000 p_peak_val-0.029448 p_end211.000000 p_end_val-0.176064 qrs_onset287.000000 qrs_onset_val-0.216880 qrs_end9.000000 qrs_end_val0.391474 t_peak125.000000 t_peak_val0.999866 t_end173.000000 t_end_val-0.036767
 r_peak13475.000000 r_peak_value1.465816 rr_pre_interval301.000000 rr_post_interval533.000000 p_onset308.000000 p_onset_val-0.689011 p_peak441.000000 p_peak_val0.245549 p_end473.000000 p_end_val0.060973 qrs_onset524.000000 qrs_onset_val-0.035799 qrs_end21.000000 qrs_end_val-1.086755 t_peak118.000000 t_peak_val0.955689 t_end160.000000 t_end_val0.083244
 r_peak14008.000000 r_peak_value1.447711 rr_pre_interval533.000000 rr_post_interval311.000000 p_onset31.000000 p_onset_val-1.620296 p_peak191.000000 p_peak_val0.033022 p_end226.000000 p_end_val-0.146570 qrs_onset300.000000 qrs_onset_val-0.184905 qrs_end10.000000 qrs_end_val0.472524 t_peak131.000000 t_peak_val0.858855 t_end226.000000 t_end_val-0.146570
 r_peak14319.000000 r_peak_value1.365706 rr_pre_interval311.000000 rr_post_interval309.000000 p_onset32.000000 p_onset_val-1.817537 p_peak186.000000 p_peak_val-0.009353 p_end237.000000 p_end_val-0.209685 qrs_onset298.000000 qrs_onset_val-0.174530 qrs_end14.000000 qrs_end_val0.014250 t_peak131.000000 t_peak_val1.019848 t_end237.000000 t_end_val-0.209685
 r_peak14628.000000 r_peak_value1.370958 rr_pre_interval309.000000 rr_post_interval586.000000 p_onset371.000000 p_onset_val0.216334 p_peak416.000000 p_peak_val0.736570 p_end454.000000 p_end_val-0.013025 qrs_onset572.000000 qrs_onset_val-0.184888 qrs_end12.000000 qrs_end_val0.156365 t_peak300.000000 t_peak_val1.358463 t_end328.000000 t_end_val-1.590187
 r_peak15214.000000 r_peak_value1.349845 rr_pre_interval586.000000 rr_post_interval283.000000 p_onset30.000000 p_onset_val-1.809888 p_peak172.000000 p_peak_val0.027289 p_end225.000000 p_end_val-0.254765 qrs_onset266.000000 qrs_onset_val-0.314923 qrs_end12.000000 qrs_end_val0.037714 t_peak119.000000 t_peak_val1.069168 t_end161.000000 t_end_val0.011034
 r_peak15497.000000 r_peak_value1.295814 rr_pre_interval283.000000 rr_post_interval297.000000 p_onset31.000000 p_onset_val-1.794908 p_peak179.000000 p_peak_val0.082651 p_end222.000000 p_end_val-0.202613 qrs_onset284.000000 qrs_onset_val-0.181253 qrs_end38.000000 qrs_end_val-1.411411 t_peak123.000000 t_peak_val1.059309 t_end165.000000 t_end_val-0.032258
 r_peak15794.000000 r_peak_value1.422508 rr_pre_interval297.000000 rr_post_interval321.000000 p_onset208.000000 p_onset_val-0.130113 p_peak228.000000 p_peak_val-0.092072 p_end254.000000 p_end_val-0.197995 qrs_onset306.000000 qrs_onset_val-0.108970 qrs_end9.000000 qrs_end_val0.430610 t_peak132.000000 t_peak_val0.997316 t_end188.000000 t_end_val-0.110678
 r_peak16115.000000 r_peak_value1.428085 rr_pre_interval321.000000 rr_post_interval318.000000 p_onset31.000000 p_onset_val-1.806301 p_peak191.000000 p_peak_val-0.096130 p_end219.000000 p_end_val-0.169765 qrs_onset307.000000 qrs_onset_val-0.161992 qrs_end13.000000 qrs_end_val0.089841 t_peak134.000000 t_peak_val1.001299 t_end186.000000 t_end_val-0.109437
 r_peak16433.000000 r_peak_value1.423103 rr_pre_interval318.000000 rr_post_interval295.000000 p_onset33.000000 p_onset_val-1.687196 p_peak177.000000 p_peak_val0.013557 p_end204.000000 p_end_val-0.093668 qrs_onset280.000000 qrs_onset_val-0.176382 qrs_end16.000000 qrs_end_val-0.244327 t_peak129.000000 t_peak_val0.963680 t_end175.000000 t_end_val-0.007164
 r_peak16728.000000 r_peak_value1.363007 rr_pre_interval295.000000 rr_post_interval301.000000 p_onset165.000000 p_onset_val0.011938 p_peak182.000000 p_peak_val0.041985 p_end257.000000 p_end_val-0.233199 qrs_onset286.000000 qrs_onset_val-0.200252 qrs_end18.000000 qrs_end_val-0.502432 t_peak128.000000 t_peak_val1.008523 t_end166.000000 t_end_val-0.001417
 r_peak17029.000000 r_peak_value1.368355 rr_pre_interval301.000000 rr_post_interval289.000000 p_onset32.000000 p_onset_val-1.732431 p_peak181.000000 p_peak_val0.028996 p_end233.000000 p_end_val-0.252791 qrs_onset277.000000 qrs_onset_val-0.219343 qrs_end26.000000 qrs_end_val-1.499453 t_peak127.000000 t_peak_val1.053195 t_end168.000000 t_end_val0.005658
 r_peak17318.000000 r_peak_value1.369357 rr_pre_interval289.000000 rr_post_interval286.000000 p_onset159.000000 p_onset_val-0.026646 p_peak186.000000 p_peak_val0.020188 p_end230.000000 p_end_val-0.233465 qrs_onset275.000000 qrs_onset_val-0.243371 qrs_end16.000000 qrs_end_val-0.413747 t_peak120.000000 t_peak_val0.978638 t_end159.000000 t_end_val-0.026646
 r_peak17604.000000 r_peak_value1.373119 rr_pre_interval286.000000 rr_post_interval311.000000 p_onset173.000000 p_onset_val-0.070098 p_peak200.000000 p_peak_val-0.038922 p_end225.000000 p_end_val-0.190707 qrs_onset295.000000 qrs_onset_val-0.165015 qrs_end13.000000 qrs_end_val0.138542 t_peak128.000000 t_peak_val0.956625 t_end176.000000 t_end_val-0.063281
 r_peak17915.000000 r_peak_value1.413903 rr_pre_interval311.000000 rr_post_interval304.000000 p_onset84.000000 p_onset_val0.338922 p_peak184.000000 p_peak_val-0.018977 p_end239.000000 p_end_val-0.224012 qrs_onset293.000000 qrs_onset_val-0.164139 qrs_end13.000000 qrs_end_val-0.006474 t_peak125.000000 t_peak_val1.010742 t_end173.000000 t_end_val-0.033038
 r_peak18219.000000 r_peak_value1.379294 rr_pre_interval304.000000 rr_post_interval308.000000 p_onset32.000000 p_onset_val-1.791551 p_peak191.000000 p_peak_val-0.030471 p_end224.000000 p_end_val-0.177791 qrs_onset297.000000 qrs_onset_val-0.162099 qrs_end9.000000 qrs_end_val0.476081 t_peak131.000000 t_peak_val0.943355 t_end179.000000 t_end_val-0.021379
 r_peak18527.000000 r_peak_value1.330441 rr_pre_interval308.000000 rr_post_interval613.000000 p_onset342.000000 p_onset_val-1.831882 p_peak440.000000 p_peak_val1.017214 p_end476.000000 p_end_val0.026950 qrs_onset601.000000 qrs_onset_val-0.208444 qrs_end14.000000 qrs_end_val-0.053195 t_peak311.000000 t_peak_val1.336032 t_end344.000000 t_end_val-1.831286
 r_peak19140.000000 r_peak_value1.370522 rr_pre_interval613.000000 rr_post_interval575.000000 p_onset322.000000 p_onset_val-1.758776 p_peak415.000000 p_peak_val0.946959 p_end511.000000 p_end_val-0.182586 qrs_onset562.000000 qrs_onset_val-0.210203 qrs_end18.000000 qrs_end_val-0.662441 t_peak291.000000 t_peak_val1.298246 t_end322.000000 t_end_val-1.758776
 r_peak19715.000000 r_peak_value1.311285 rr_pre_interval575.000000 rr_post_interval294.000000 p_onset30.000000 p_onset_val-1.778919 p_peak177.000000 p_peak_val0.041086 p_end242.000000 p_end_val-0.235815 qrs_onset285.000000 qrs_onset_val-0.184985 qrs_end14.000000 qrs_end_val-0.183153 t_peak127.000000 t_peak_val1.009720 t_end168.000000 t_end_val-0.001391
 r_peak20009.000000 r_peak_value1.360877 rr_pre_interval294.000000 rr_post_interval307.000000 p_onset31.000000 p_onset_val-1.808196 p_peak188.000000 p_peak_val-0.025017 p_end224.000000 p_end_val-0.186787 qrs_onset294.000000 qrs_onset_val-0.186974 qrs_end12.000000 qrs_end_val-0.043136 t_peak129.000000 t_peak_val1.030969 t_end178.000000 t_end_val-0.047024
 r_peak20316.000000 r_peak_value1.440032 rr_pre_interval307.000000 rr_post_interval318.000000 p_onset30.000000 p_onset_val-1.756362 p_peak200.000000 p_peak_val-0.073244 p_end217.000000 p_end_val-0.118620 qrs_onset305.000000 qrs_onset_val-0.148494 qrs_end12.000000 qrs_end_val-0.010233 t_peak133.000000 t_peak_val0.974691 t_end194.000000 t_end_val-0.086755
 r_peak20634.000000 r_peak_value1.443919 rr_pre_interval318.000000 rr_post_interval311.000000 p_onset30.000000 p_onset_val-1.735863 p_peak188.000000 p_peak_val-0.053634 p_end251.000000 p_end_val-0.242820 qrs_onset299.000000 qrs_onset_val-0.191459 qrs_end23.000000 qrs_end_val-1.205001 t_peak127.000000 t_peak_val1.029768 t_end251.000000 t_end_val-0.242820
 r_peak20945.000000 r_peak_value1.419245 rr_pre_interval311.000000 rr_post_interval301.000000 p_onset33.000000 p_onset_val-1.821054 p_peak182.000000 p_peak_val0.014719 p_end220.000000 p_end_val-0.188996 qrs_onset288.000000 qrs_onset_val-0.202805 qrs_end14.000000 qrs_end_val0.020670 t_peak128.000000 t_peak_val1.048810 t_end171.000000 t_end_val-0.015924
 r_peak21246.000000 r_peak_value1.386162 rr_pre_interval301.000000 rr_post_interval571.000000 p_onset318.000000 p_onset_val-1.760752 p_peak408.000000 p_peak_val1.017316 p_end449.000000 p_end_val0.006989 qrs_onset558.000000 qrs_onset_val-0.256003 qrs_end14.000000 qrs_end_val-0.117161 t_peak291.000000 t_peak_val1.347901 t_end320.000000 t_end_val-1.769373
 r_peak21817.000000 r_peak_value1.372571 rr_pre_interval571.000000 rr_post_interval307.000000 p_onset29.000000 p_onset_val-1.889418 p_peak186.000000 p_peak_val-0.046176 p_end243.000000 p_end_val-0.249421 qrs_onset294.000000 qrs_onset_val-0.133199 qrs_end11.000000 qrs_end_val0.114970 t_peak127.000000 t_peak_val1.078979 t_end171.000000 t_end_val-0.079390
 r_peak22124.000000 r_peak_value1.550877 rr_pre_interval307.000000 rr_post_interval312.000000 p_onset32.000000 p_onset_val-1.769876 p_peak198.000000 p_peak_val-0.047009 p_end240.000000 p_end_val-0.214329 qrs_onset298.000000 qrs_onset_val-0.188324 qrs_end14.000000 qrs_end_val-0.020252 t_peak131.000000 t_peak_val0.995739 t_end187.000000 t_end_val-0.061035
 r_peak22436.000000 r_peak_value1.481081 rr_pre_interval312.000000 rr_post_interval626.000000 p_onset349.000000 p_onset_val-1.914983 p_peak449.000000 p_peak_val1.044296 p_end500.000000 p_end_val-0.059200 qrs_onset611.000000 qrs_onset_val-0.165329 qrs_end10.000000 qrs_end_val0.375783 t_peak319.000000 t_peak_val1.466097 t_end352.000000 t_end_val-1.894732
 r_peak23062.000000 r_peak_value1.489437 rr_pre_interval626.000000 rr_post_interval306.000000 p_onset31.000000 p_onset_val-1.822791 p_peak184.000000 p_peak_val-0.000608 p_end206.000000 p_end_val-0.120310 qrs_onset297.000000 qrs_onset_val-0.150280 qrs_end14.000000 qrs_end_val-0.074028 t_peak130.000000 t_peak_val0.964861 t_end177.000000 t_end_val-0.028806
 r_peak23368.000000 r_peak_value1.441099 rr_pre_interval306.000000 rr_post_interval292.000000 p_onset158.000000 p_onset_val-0.023859 p_peak177.000000 p_peak_val0.042755 p_end215.000000 p_end_val-0.199654 qrs_onset279.000000 qrs_onset_val-0.209670 qrs_end11.000000 qrs_end_val0.148182 t_peak123.000000 t_peak_val1.015673 t_end159.000000 t_end_val-0.019063
 r_peak23660.000000 r_peak_value1.433825 rr_pre_interval292.000000 rr_post_interval291.000000 p_onset157.000000 p_onset_val-0.004369 p_peak179.000000 p_peak_val0.065944 p_end224.000000 p_end_val-0.221110 qrs_onset279.000000 qrs_onset_val-0.199419 qrs_end10.000000 qrs_end_val0.277509 t_peak120.000000 t_peak_val1.105190 t_end158.000000 t_end_val-0.011846
 r_peak23951.000000 r_peak_value1.351303 rr_pre_interval291.000000 rr_post_interval597.000000 p_onset372.000000 p_onset_val0.235802 p_peak422.000000 p_peak_val0.818344 p_end459.000000 p_end_val-0.067130 qrs_onset585.000000 qrs_onset_val-0.128133 qrs_end12.000000 qrs_end_val-0.010469 t_peak300.000000 t_peak_val1.379969 t_end329.000000 t_end_val-1.835425
